id,utility_function,utility_threshold,privacy_threshold,transformation,outcome_type,solution_no,original_twct,original_avgw,perturbed_twct,perturbed_avgw,privacy_loss,time_found
2021-04-07-11,calculate_twct,0.005,0.01,MOVE,empty,1,26325,23.076923076923077,26445,23.653846153846153,0,113.60566306114197
2021-04-07-11,calculate_twct,0.005,0.01,MOVE,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.01,MOVE,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.004089832305908203
2021-04-07-6,calculate_twct,0.005,0.01,MOVE,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.01,MOVE,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.01,MOVE,empty,1,58110,36.09375,58110,36.09375,0,0.024998903274536133
2021-04-07-8,calculate_twct,0.005,0.01,MOVE,timeout,,58110,36.09375,,,,300
2021-04-07-9,calculate_twct,0.005,0.01,MOVE,timeout,,59310,31.296296296296298,,,,300
2021-04-08-10,calculate_twct,0.005,0.01,MOVE,empty,1,36840,7,36840,7,0,0.0020465850830078125
2021-04-08-10,calculate_twct,0.005,0.01,MOVE,timeout,,36840,7,,,,300
2021-04-08-11,calculate_twct,0.005,0.01,MOVE,empty,1,18600,13.043478260869565,18660,13.695652173913043,0,107.46037435531616
2021-04-08-11,calculate_twct,0.005,0.01,MOVE,timeout,,18600,13.043478260869565,,,,300
2021-04-08-6,calculate_twct,0.005,0.01,MOVE,empty,1,63420,28.085106382978722,63660,29.361702127659573,0,155.3435115814209
2021-04-08-6,calculate_twct,0.005,0.01,MOVE,timeout,,63420,28.085106382978722,,,,300
2021-04-08-7,calculate_twct,0.005,0.01,MOVE,empty,1,63855,36.19047619047619,64035,36.666666666666664,0,234.95727849006653
2021-04-08-7,calculate_twct,0.005,0.01,MOVE,timeout,,63855,36.19047619047619,,,,300
2021-04-08-8,calculate_twct,0.005,0.01,MOVE,empty,1,67275,35.55555555555556,67365,35.833333333333336,0,100.57292985916138
2021-04-08-8,calculate_twct,0.005,0.01,MOVE,timeout,,67275,35.55555555555556,,,,300
2021-04-08-9,calculate_twct,0.005,0.01,MOVE,timeout,,65185,52.394366197183096,,,,300
2021-04-09-10,calculate_twct,0.005,0.01,MOVE,timeout,,65100,35.1,,,,300
2021-04-09-11,calculate_twct,0.005,0.01,MOVE,empty,1,32505,34.13793103448276,32505,34.13793103448276,0,97.89218997955322
2021-04-09-11,calculate_twct,0.005,0.01,MOVE,timeout,,32505,34.13793103448276,,,,300
2021-04-09-6,calculate_twct,0.005,0.01,MOVE,timeout,,32565,0,,,,300
2021-04-09-7,calculate_twct,0.005,0.01,MOVE,empty,1,53805,21.11111111111111,53940,21.38888888888889,0,111.34050035476685
2021-04-09-7,calculate_twct,0.005,0.01,MOVE,timeout,,53805,21.11111111111111,,,,300
2021-04-09-8,calculate_twct,0.005,0.01,MOVE,empty,1,72045,48.81818181818182,72180,49.09090909090909,0,98.34974336624146
2021-04-09-8,calculate_twct,0.005,0.01,MOVE,timeout,,72045,48.81818181818182,,,,300
2021-04-09-9,calculate_twct,0.005,0.01,MOVE,empty,1,42630,20.48076923076923,42780,20.48076923076923,0,99.40130138397217
2021-04-09-9,calculate_twct,0.005,0.01,MOVE,timeout,,42630,20.48076923076923,,,,300
2021-04-05-10,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,64200,32.1,64200,32.1,0,0.010983705520629883
2021-04-05-10,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,64200,32.1,,,,300
2021-04-05-11,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,14700,1.7647058823529411,14745,2.6470588235294117,0,119.34245038032532
2021-04-05-11,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,14700,1.7647058823529411,,,,300
2021-04-05-6,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,43380,21.666666666666668,43425,22,0,135.3964900970459
2021-04-05-6,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,43380,21.666666666666668,,,,300
2021-04-05-7,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,52335,29.25,,,,300
2021-04-05-8,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,53725,55.3,53755,55.4,0,125.63873958587646
2021-04-05-8,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,53725,55.3,,,,300
2021-04-05-9,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,48075,25.363636363636363,,,,300
2021-04-06-10,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,58560,39.183673469387756,58560,39.183673469387756,0,0.0259857177734375
2021-04-06-10,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,58560,39.183673469387756,,,,300
2021-04-06-11,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,30630,45.51724137931034,30660,46.03448275862069,0,94.66960620880127
2021-04-06-11,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,30630,45.51724137931034,,,,300
2021-04-06-6,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,54690,12.5,,,,300
2021-04-06-7,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,74205,47.785714285714285,,,,300
2021-04-06-8,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,83100,58.43283582089552,83100,58.43283582089552,0,0.01999807357788086
2021-04-06-8,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,83100,58.43283582089552,,,,300
2021-04-06-9,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,41820,21.6,41835,21.9,0,134.13906860351562
2021-04-06-9,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,41820,21.6,,,,300
2021-04-07-10,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,62760,23.048780487804876,,,,300
2021-04-07-11,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,26325,23.076923076923077,26445,23.653846153846153,0,113.47565221786499
2021-04-07-11,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.00400233268737793
2021-04-07-6,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,58110,36.09375,58110,36.09375,0,0.023998022079467773
2021-04-07-8,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,58110,36.09375,,,,300
2021-04-07-9,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,59310,31.296296296296298,,,,300
2021-04-08-10,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,36840,7,36840,7,0,0.002095460891723633
2021-04-08-10,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,36840,7,,,,300
2021-04-08-11,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,18600,13.043478260869565,18660,13.695652173913043,0,111.29504084587097
2021-04-08-11,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,18600,13.043478260869565,,,,300
2021-04-08-6,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,63420,28.085106382978722,63660,29.361702127659573,0,155.2255802154541
2021-04-08-6,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,63420,28.085106382978722,,,,300
2021-04-08-7,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,63855,36.19047619047619,64035,36.666666666666664,0,236.89731097221375
2021-04-08-7,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,63855,36.19047619047619,,,,300
2021-04-08-8,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,67275,35.55555555555556,67365,35.833333333333336,0,101.44691634178162
2021-04-08-8,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,67275,35.55555555555556,,,,300
2021-04-08-9,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,65185,52.394366197183096,,,,300
2021-04-09-10,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,65100,35.1,,,,300
2021-04-09-11,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,32505,34.13793103448276,32625,34.6551724137931,0,98.90479588508606
2021-04-09-11,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,32505,34.13793103448276,,,,300
2021-04-09-6,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,32565,0,,,,300
2021-04-09-7,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,53805,21.11111111111111,53940,21.38888888888889,0,112.22566199302673
2021-04-09-7,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,53805,21.11111111111111,,,,300
2021-04-09-8,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,72045,48.81818181818182,72180,49.09090909090909,0,97.70661282539368
2021-04-09-8,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,72045,48.81818181818182,,,,300
2021-04-09-9,calculate_twct,0.005,0.01,MOVE_PROC,empty,1,42630,20.48076923076923,42780,20.48076923076923,0,99.51230335235596
2021-04-09-9,calculate_twct,0.005,0.01,MOVE_PROC,timeout,,42630,20.48076923076923,,,,300
2021-04-05-10,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,64200,32.1,64200,32.1,0,0.011000394821166992
2021-04-05-10,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,64200,32.1,,,,300
2021-04-05-11,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,14700,1.7647058823529411,,,,300
2021-04-05-6,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,43380,21.666666666666668,,,,300
2021-04-05-7,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,52335,29.25,,,,300
2021-04-05-8,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,53725,55.3,,,,300
2021-04-05-9,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,48075,25.363636363636363,,,,300
2021-04-06-10,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,58560,39.183673469387756,58560,39.183673469387756,0,0.025976181030273438
2021-04-06-10,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,58560,39.183673469387756,,,,300
2021-04-06-11,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,30630,45.51724137931034,,,,300
2021-04-06-6,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,54690,12.5,,,,300
2021-04-06-7,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,74205,47.785714285714285,,,,300
2021-04-06-8,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,83100,58.43283582089552,83100,58.43283582089552,0,0.02099895477294922
2021-04-06-8,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,83100,58.43283582089552,,,,300
2021-04-06-9,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,41820,21.6,,,,300
2021-04-07-10,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,62760,23.048780487804876,,,,300
2021-04-07-11,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.00404047966003418
2021-04-07-6,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,58110,36.09375,58110,36.09375,0,0.03999948501586914
2021-04-07-8,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,58110,36.09375,,,,300
2021-04-07-9,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,59310,31.296296296296298,,,,300
2021-04-08-10,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,36840,7,36840,7,0,0.003036022186279297
2021-04-08-10,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,36840,7,,,,300
2021-04-08-11,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,18600,13.043478260869565,,,,300
2021-04-08-6,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,63420,28.085106382978722,,,,300
2021-04-08-7,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,63855,36.19047619047619,,,,300
2021-04-08-8,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,67275,35.55555555555556,,,,300
2021-04-08-9,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,65185,52.394366197183096,,,,300
2021-04-09-10,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,65100,35.1,65415,34.2,0,216.9048466682434
2021-04-09-10,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,65100,35.1,,,,300
2021-04-09-11,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,32505,34.13793103448276,32505,34.13793103448276,0,192.18330001831055
2021-04-09-11,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,32505,34.13793103448276,,,,300
2021-04-09-6,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,32565,0,,,,300
2021-04-09-7,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,53805,21.11111111111111,53925,21.944444444444443,0,199.3052589893341
2021-04-09-7,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,53805,21.11111111111111,,,,300
2021-04-09-8,calculate_twct,0.005,0.01,SWAP_ALL,empty,1,72045,48.81818181818182,72105,48.81818181818182,0,272.34026861190796
2021-04-09-8,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,72045,48.81818181818182,,,,300
2021-04-09-9,calculate_twct,0.005,0.01,SWAP_ALL,timeout,,42630,20.48076923076923,,,,300
2021-04-05-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,64200,32.1,64200,32.1,0,0.007951021194458008
2021-04-05-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,64200,32.1,,,,300
2021-04-05-11,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,14700,1.7647058823529411,,,,300
2021-04-05-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,43380,21.666666666666668,,,,300
2021-04-05-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,52335,29.25,,,,300
2021-04-05-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,53725,55.3,,,,300
2021-04-05-9,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,48075,25.363636363636363,,,,300
2021-04-06-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,58560,39.183673469387756,58560,39.183673469387756,0,0.025976181030273438
2021-04-06-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,58560,39.183673469387756,,,,300
2021-04-06-11,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,30630,45.51724137931034,,,,300
2021-04-06-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,54690,12.5,,,,300
2021-04-06-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,74205,47.785714285714285,,,,300
2021-04-06-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,83100,58.43283582089552,83100,58.43283582089552,0,0.0189974308013916
2021-04-06-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,83100,58.43283582089552,,,,300
2021-04-06-9,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,41820,21.6,,,,300
2021-04-07-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,62760,23.048780487804876,,,,300
2021-04-07-11,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.00404047966003418
2021-04-07-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,58110,36.09375,58110,36.09375,0,0.03599953651428223
2021-04-07-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,58110,36.09375,,,,300
2021-04-07-9,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,59310,31.296296296296298,,,,300
2021-04-08-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,36840,7,36840,7,0,0.003036022186279297
2021-04-08-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,36840,7,,,,300
2021-04-08-11,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,18600,13.043478260869565,,,,300
2021-04-08-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,63420,28.085106382978722,,,,300
2021-04-08-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,63855,36.19047619047619,,,,300
2021-04-08-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,67275,35.55555555555556,,,,300
2021-04-08-9,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,65185,52.394366197183096,,,,300
2021-04-09-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,65100,35.1,65415,34.2,0,217.47587370872498
2021-04-09-10,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,65100,35.1,,,,300
2021-04-09-11,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,32505,34.13793103448276,,,,300
2021-04-09-6,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,32565,0,,,,300
2021-04-09-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,53805,21.11111111111111,53925,21.944444444444443,0,200.69245862960815
2021-04-09-7,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,53805,21.11111111111111,,,,300
2021-04-09-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,empty,1,72045,48.81818181818182,72105,48.81818181818182,0,273.42240834236145
2021-04-09-8,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,72045,48.81818181818182,,,,300
2021-04-09-9,calculate_twct,0.005,0.01,SWAP_ALL_PROC,timeout,,42630,20.48076923076923,,,,300
2021-04-05-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,64200,32.1,64200,32.1,0,0.00895071029663086
2021-04-05-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,64200,32.1,,,,300
2021-04-05-11,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,14700,1.7647058823529411,,,,300
2021-04-05-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,43380,21.666666666666668,,,,300
2021-04-05-7,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,52335,29.25,,,,300
2021-04-05-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,53725,55.3,,,,300
2021-04-05-9,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,48075,25.363636363636363,,,,300
2021-04-06-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,58560,39.183673469387756,58560,39.183673469387756,0,0.024947643280029297
2021-04-06-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,58560,39.183673469387756,,,,300
2021-04-06-11,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,30630,45.51724137931034,,,,300
2021-04-06-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,54690,12.5,,,,300
2021-04-06-7,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,74205,47.785714285714285,,,,300
2021-04-06-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,83100,58.43283582089552,83100,58.43283582089552,0,0.0189974308013916
2021-04-06-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,83100,58.43283582089552,,,,300
2021-04-06-9,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,41820,21.6,,,,300
2021-04-07-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,62760,23.048780487804876,,,,300
2021-04-07-11,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.004974842071533203
2021-04-07-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,58110,36.09375,58110,36.09375,0,0.02499866485595703
2021-04-07-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,58110,36.09375,,,,300
2021-04-07-9,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,59310,31.296296296296298,,,,300
2021-04-08-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,empty,1,36840,7,36840,7,0,0.004047870635986328
2021-04-08-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,36840,7,,,,300
2021-04-08-11,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,18600,13.043478260869565,,,,300
2021-04-08-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,63420,28.085106382978722,,,,300
2021-04-08-7,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,63855,36.19047619047619,,,,300
2021-04-08-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,67275,35.55555555555556,,,,300
2021-04-08-9,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,65185,52.394366197183096,,,,300
2021-04-09-10,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,65100,35.1,,,,300
2021-04-09-11,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,32505,34.13793103448276,,,,300
2021-04-09-6,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,32565,0,,,,300
2021-04-09-7,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,53805,21.11111111111111,,,,300
2021-04-09-8,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,72045,48.81818181818182,,,,300
2021-04-09-9,calculate_twct,0.005,0.01,PROCESSING_TIMES,timeout,,42630,20.48076923076923,,,,300
2021-04-05-10,calculate_twct,0.005,0.5,MOVE,empty,1,64200,32.1,64200,32.1,0,0.020998477935791016
2021-04-05-10,calculate_twct,0.005,0.5,MOVE,timeout,,64200,32.1,,,,300
2021-04-05-11,calculate_twct,0.005,0.5,MOVE,empty,1,14700,1.7647058823529411,14745,2.6470588235294117,0,120.82910060882568
2021-04-05-11,calculate_twct,0.005,0.5,MOVE,timeout,,14700,1.7647058823529411,,,,300
2021-04-05-6,calculate_twct,0.005,0.5,MOVE,empty,1,43380,21.666666666666668,43425,22,0,127.139643907547
2021-04-05-6,calculate_twct,0.005,0.5,MOVE,timeout,,43380,21.666666666666668,,,,300
2021-04-05-7,calculate_twct,0.005,0.5,MOVE,timeout,,52335,29.25,,,,300
2021-04-05-8,calculate_twct,0.005,0.5,MOVE,empty,1,53725,55.3,53755,55.4,0,127.19579362869263
2021-04-05-8,calculate_twct,0.005,0.5,MOVE,timeout,,53725,55.3,,,,300
2021-04-05-9,calculate_twct,0.005,0.5,MOVE,timeout,,48075,25.363636363636363,,,,300
2021-04-06-10,calculate_twct,0.005,0.5,MOVE,empty,1,58560,39.183673469387756,58560,39.183673469387756,0,0.020007610321044922
2021-04-06-10,calculate_twct,0.005,0.5,MOVE,timeout,,58560,39.183673469387756,,,,300
2021-04-06-11,calculate_twct,0.005,0.5,MOVE,empty,1,30630,45.51724137931034,30660,46.03448275862069,0,108.11863899230957
2021-04-06-11,calculate_twct,0.005,0.5,MOVE,timeout,,30630,45.51724137931034,,,,300
2021-04-06-6,calculate_twct,0.005,0.5,MOVE,timeout,,54690,12.5,,,,300
2021-04-06-7,calculate_twct,0.005,0.5,MOVE,timeout,,74205,47.785714285714285,,,,300
2021-04-06-8,calculate_twct,0.005,0.5,MOVE,empty,1,83100,58.43283582089552,83100,58.43283582089552,0,0.021030664443969727
2021-04-06-8,calculate_twct,0.005,0.5,MOVE,timeout,,83100,58.43283582089552,,,,300
2021-04-06-9,calculate_twct,0.005,0.5,MOVE,empty,1,41820,21.6,41835,21.9,0,135.28750085830688
2021-04-06-9,calculate_twct,0.005,0.5,MOVE,timeout,,41820,21.6,,,,300
2021-04-07-10,calculate_twct,0.005,0.5,MOVE,timeout,,62760,23.048780487804876,,,,300
2021-04-07-11,calculate_twct,0.005,0.5,MOVE,empty,1,26325,23.076923076923077,26445,23.653846153846153,0,119.92115592956543
2021-04-07-11,calculate_twct,0.005,0.5,MOVE,timeout,,26325,23.076923076923077,,,,300
2021-04-07-6,calculate_twct,0.005,0.5,MOVE,empty,1,43950,11.666666666666666,43950,11.666666666666666,0,0.0040988922119140625
2021-04-07-6,calculate_twct,0.005,0.5,MOVE,timeout,,43950,11.666666666666666,,,,300
2021-04-07-7,calculate_twct,0.005,0.5,MOVE,timeout,,57075,33.214285714285715,,,,300
2021-04-07-8,calculate_twct,0.005,0.5,MOVE,empty,1,58110,36.09375,58110,36.09375,0,0.023036956787109375
