id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
163,2,14,1,6,44,49,5,250
164,3,17,1,9,14,38,24,328
165,1,17,1,8,21,48,27,363
166,4,16,1,9,16,22,6,182
167,3,9,1,2,10,36,26,62
168,3,8,1,3,32,49,17,115
169,4,9,1,10,15,32,17,305
170,3,17,1,10,15,46,31,445
171,2,6,1,3,16,21,5,47
172,1,10,1,7,10,33,23,221
173,4,6,1,9,32,33,1,265
174,4,8,1,4,21,27,6,87
175,1,8,1,3,20,37,17,91
176,3,17,1,8,13,22,9,163
177,3,13,1,10,26,44,18,414
178,1,16,1,10,10,31,21,300
179,2,8,1,10,9,35,26,341
180,1,15,1,5,31,34,3,139
181,1,10,1,7,20,48,28,316
182,2,5,1,3,10,30,20,80
183,2,15,1,5,38,43,5,177
184,1,11,1,2,18,40,22,62
185,3,13,1,4,32,43,11,140
186,1,17,1,6,32,40,8,208
187,3,15,1,2,26,30,4,34
188,2,6,1,6,22,34,12,182
189,4,8,1,3,19,19,0,38
190,2,17,1,2,15,19,4,23
191,3,16,1,3,42,45,3,93
192,3,14,1,4,36,39,3,120
193,2,16,1,8,26,50,24,374
194,4,19,1,9,23,33,10,274
195,3,8,1,6,9,17,8,93
196,4,15,1,10,5,40,35,395
197,2,7,1,9,12,32,20,276
198,4,9,1,3,9,50,41,141
199,1,6,1,10,45,50,5,455
200,2,14,1,8,11,15,4,109
201,4,16,1,4,6,43,37,166
202,2,6,1,8,12,41,29,316
203,4,20,1,10,5,7,2,65
204,3,12,1,9,42,43,1,345
205,4,15,1,8,42,50,8,358
206,3,17,1,3,44,48,4,100
207,4,14,1,9,30,49,19,411
208,1,8,1,10,8,36,28,352
209,1,18,1,3,33,36,3,75
210,3,15,1,3,11,49,38,136
211,2,9,1,8,15,46,31,353
212,1,8,1,2,13,40,27,67
213,1,20,1,5,10,26,16,120
214,1,14,1,7,13,30,17,197
215,3,13,1,6,9,10,1,51
216,2,6,1,3,33,37,4,78
217,2,9,1,3,50,50,0,100
218,1,20,1,5,30,46,16,200
219,2,7,1,7,25,39,14,248
220,3,16,1,10,33,34,1,307
221,2,9,1,5,15,17,2,70
222,4,12,1,6,23,48,25,265
223,4,14,1,7,10,45,35,305
224,4,19,1,10,49,49,0,441
225,2,16,1,9,6,31,25,273
226,4,8,1,7,33,40,7,247
227,1,14,1,8,19,39,20,293
228,3,12,1,10,16,23,7,214
229,3,8,1,5,9,22,13,101
230,2,15,1,8,26,38,12,278
231,1,14,1,3,21,39,18,96
232,1,10,1,6,20,22,2,112
233,2,10,1,3,10,15,5,35
234,1,15,1,4,23,43,20,149
235,4,18,1,2,35,46,11,57
236,1,17,1,9,36,43,7,351
237,3,11,1,9,9,31,22,270
238,3,13,1,3,15,36,21,93
239,3,15,1,7,5,22,17,149
240,3,20,1,6,16,20,4,104
241,4,10,1,2,22,28,6,34
242,4,19,1,8,6,33,27,258
243,3,12,1,10,6,12,6,114
244,4,20,1,4,9,26,17,95
245,4,7,1,2,18,44,26,70
246,3,9,1,3,18,26,8,60
247,1,8,1,5,33,41,8,172
248,1,20,1,2,17,27,10,37
249,1,5,1,5,10,30,20,140
250,2,16,1,4,28,49,21,168
251,2,15,1,3,13,24,11,59
252,1,17,1,7,32,42,10,262
253,1,11,1,9,12,21,9,177
254,2,17,1,8,11,49,38,381
255,3,7,1,5,27,33,6,138
256,2,15,1,2,26,33,7,40
257,4,14,1,6,9,22,13,123
258,4,13,1,2,5,44,39,83
259,3,17,1,9,27,44,17,369
260,4,20,1,7,9,49,40,334
261,2,13,1,7,31,38,7,235
262,3,18,1,3,11,27,16,70
263,1,15,1,8,19,22,3,157
264,3,15,1,6,6,18,12,102
265,1,19,1,5,7,27,20,128
266,1,5,1,2,16,18,2,20
267,4,10,1,10,27,37,10,343
268,3,20,1,4,15,32,17,113
269,2,16,1,4,5,47,42,183
270,2,18,1,6,11,38,27,217
271,1,9,1,4,21,45,24,159
272,4,17,1,3,44,47,3,97
273,2,19,1,10,13,30,17,287
274,2,8,1,9,21,48,27,411
275,3,7,1,10,22,38,16,358
276,3,13,1,5,13,26,13,117
277,3,6,1,4,21,39,18,135
278,1,17,1,6,35,42,7,217
279,3,10,1,10,9,39,30,381
280,1,8,1,10,21,27,6,249
281,1,5,1,3,45,48,3,99
282,4,19,1,7,16,36,20,236
283,3,12,1,2,12,26,14,40
284,3,11,1,3,21,43,22,108
285,1,10,1,6,31,40,9,209
286,3,6,1,6,35,37,2,187
287,3,10,1,4,12,13,1,40
288,2,16,1,6,23,29,6,151
289,2,6,1,8,16,44,28,336
290,4,8,1,4,7,45,38,173
291,1,17,1,7,14,28,14,182
292,1,20,1,10,7,35,28,343
293,3,18,1,9,5,28,23,247
294,1,11,1,7,36,50,14,314
295,1,20,1,4,8,15,7,52
296,4,6,1,4,12,18,6,60
297,4,13,1,7,8,34,26,230
298,1,10,1,2,13,17,4,21
299,2,17,1,9,11,30,19,259
300,3,6,1,6,18,21,3,108
301,2,5,1,5,14,17,3,71
302,4,17,1,4,27,46,19,157
303,3,7,1,9,12,31,19,267
304,1,15,1,6,8,26,18,148
305,3,5,1,4,31,37,6,117
306,2,10,1,9,34,37,3,299
307,3,19,1,2,23,24,1,25
308,3,14,1,10,10,44,34,430
309,3,9,1,5,10,45,35,215
310,2,11,1,10,5,11,6,105
311,2,19,1,7,27,34,7,211
312,3,7,1,3,10,40,30,110
313,2,10,1,9,17,30,13,253
314,1,5,1,2,28,34,6,40
315,4,6,1,6,13,15,2,77
316,4,5,1,4,27,47,20,161
317,4,6,1,7,14,32,18,210
318,2,10,1,2,34,47,13,60
319,4,20,1,8,29,44,15,323
320,1,9,1,3,7,48,41,137
321,2,7,1,3,18,26,8,60
322,2,13,1,3,46,50,4,104
323,3,14,1,9,19,37,18,314
324,3,18,1,9,32,37,5,301
325,3,9,1,10,14,29,15,276
326,2,5,1,8,36,37,1,260
327,1,7,1,10,7,11,4,103
328,1,16,1,2,22,45,23,68
329,1,19,1,8,31,50,19,369
330,2,19,1,7,5,12,7,79
331,3,20,1,7,23,40,17,257
332,4,17,1,7,15,30,15,195
333,3,8,1,10,23,47,24,447
334,1,9,1,7,31,36,5,221
335,1,18,1,6,30,47,17,252
336,3,18,1,10,5,40,35,395
337,1,13,1,10,37,43,6,393
338,3,13,1,4,16,20,4,64
339,1,19,1,3,15,24,9,57
340,4,10,1,5,10,33,23,155
341,2,5,1,5,36,39,3,159
342,3,20,1,3,35,44,9,97
343,3,7,1,5,22,49,27,223
344,3,7,1,10,21,23,2,209
345,3,13,1,3,18,41,23,105
346,3,20,1,2,32,46,14,60
347,1,15,1,6,9,34,25,195
348,4,14,1,7,5,20,15,135
349,2,15,1,4,17,32,15,111
350,1,10,1,7,20,29,9,183
351,3,19,1,7,19,48,29,317
352,1,6,1,10,24,34,10,316
353,4,16,1,8,24,46,22,344
354,3,15,1,10,12,16,4,148
355,2,17,1,9,21,22,1,177
356,3,14,1,7,8,22,14,146
357,3,8,1,8,9,39,30,303
358,4,8,1,7,20,40,20,260
359,2,20,1,9,8,28,20,244
360,1,10,1,7,6,18,12,120
361,3,20,1,4,5,47,42,183
362,2,10,1,9,6,10,4,84
363,4,13,1,4,42,47,5,146
364,3,7,1,2,38,42,4,46
365,1,12,1,7,28,34,6,210
366,3,20,1,7,46,47,1,283
367,3,19,1,2,44,47,3,50
368,2,7,1,8,17,45,28,343
369,4,16,1,9,22,28,6,230
370,3,11,1,8,13,37,24,283
371,2,15,1,7,9,33,24,222
372,2,16,1,6,7,29,22,167
373,2,11,1,9,17,41,24,352
374,3,17,1,9,5,48,43,427
375,2,11,1,5,30,32,2,130
376,3,14,1,7,6,27,21,183
377,4,10,1,9,15,46,31,399
378,4,19,1,3,24,48,24,120
379,2,7,1,10,18,50,32,482
380,4,6,1,5,17,24,7,103
381,3,7,1,10,48,48,0,432
382,1,9,1,7,23,28,5,173
383,3,7,1,5,43,46,3,187
384,1,14,1,6,33,35,2,177
385,1,15,1,4,20,48,28,172
386,2,18,1,10,9,33,24,321
387,2,7,1,4,17,46,29,167
388,1,13,1,9,21,29,8,240
389,2,18,1,8,13,29,16,219
390,2,8,1,9,36,47,11,387
391,4,6,1,5,8,21,13,97
392,2,14,1,8,21,35,14,259
393,4,6,1,4,39,48,9,153
394,1,9,1,8,23,42,19,313
395,2,8,1,10,18,49,31,472
396,3,5,1,3,19,38,19,95
397,3,12,1,5,27,41,14,178
398,1,11,1,4,33,43,10,139
399,3,8,1,3,22,28,6,62
400,2,7,1,2,35,48,13,61
401,4,11,1,2,10,14,4,18
402,2,5,1,6,6,24,18,138
403,3,15,1,5,24,37,13,161
404,4,9,1,5,36,48,12,204
405,3,13,1,10,18,37,19,352
406,4,13,1,6,15,17,2,87
407,1,14,1,8,23,28,5,201
408,3,20,1,2,43,46,3,49
409,2,9,1,8,28,29,1,204
410,3,17,1,4,29,42,13,139
411,3,6,1,6,40,41,1,206
412,2,12,1,9,8,38,30,334
413,1,16,1,8,18,29,11,214
414,2,15,1,5,7,9,2,38
415,4,17,1,4,33,42,9,135
416,4,10,1,2,27,30,3,33
417,4,12,1,7,12,44,32,296
418,3,10,1,6,13,21,8,113
419,1,18,1,4,23,30,7,97
420,1,8,1,8,18,45,27,342
421,4,7,1,9,33,49,16,408
422,1,15,1,5,32,33,1,133
423,2,8,1,5,16,32,16,144
424,1,6,1,2,35,50,15,65
425,2,8,1,3,16,47,31,125
426,4,19,1,7,10,24,14,158
427,4,6,1,2,9,48,39,87
428,3,18,1,9,21,40,19,339
429,4,6,1,8,21,39,18,291
430,2,11,1,3,29,45,16,106
431,4,13,1,6,11,12,1,61
432,3,10,1,6,15,37,22,207
433,2,16,1,8,21,21,0,147
434,3,17,1,2,10,25,15,40
435,3,5,1,4,17,48,31,175
436,2,15,1,3,33,34,1,69
437,3,19,1,7,6,50,44,344
438,2,11,1,4,15,34,19,121
439,2,11,1,10,8,24,16,232
440,3,11,1,4,9,26,17,95
441,1,6,1,2,29,33,4,37
442,2,18,1,7,32,36,4,220
443,2,8,1,7,13,33,20,218
444,3,5,1,6,24,38,14,204
445,3,18,1,10,7,46,39,453
446,2,19,1,3,14,37,23,97
447,2,6,1,6,37,50,13,263
448,1,16,1,10,37,46,9,423
449,2,16,1,9,15,16,1,129
450,1,15,1,2,24,32,8,40
451,2,15,1,4,18,38,20,134
452,4,8,1,7,25,42,17,269
453,3,12,1,5,14,28,14,126
454,2,13,1,6,40,43,3,218
455,2,20,1,4,17,21,4,67
456,4,12,1,8,22,45,23,338
457,4,5,1,2,8,50,42,92
458,3,7,1,10,22,30,8,278
459,2,11,1,7,20,26,6,162
460,2,20,1,4,27,34,7,109
461,1,18,1,5,17,26,9,113
462,1,7,1,2,24,26,2,28
463,2,12,1,5,10,49,39,235
464,1,11,1,4,16,23,7,76
465,2,6,1,5,40,45,5,185
466,1,18,1,10,32,34,2,308
467,4,9,1,9,11,20,9,169
468,4,18,1,2,36,41,5,46
469,3,18,1,9,21,46,25,393
470,1,15,1,9,42,50,8,408
471,2,9,1,5,26,37,11,159
472,1,9,1,6,11,15,4,79
473,4,10,1,8,17,26,9,191
474,1,18,1,4,6,32,26,122
475,1,11,1,2,16,42,26,68
476,2,9,1,9,32,44,12,364
477,3,9,1,4,20,42,22,148
478,2,10,1,2,24,28,4,32
479,4,5,1,6,25,35,10,185
480,4,12,1,4,6,41,35,158
481,2,6,1,10,37,41,4,373
482,1,13,1,9,18,26,8,216
483,4,16,1,6,45,50,5,255
484,4,12,1,6,20,21,1,106
485,3,6,1,6,8,37,29,214
486,1,14,1,7,7,36,29,245
487,1,7,1,7,29,40,11,251
488,3,15,1,4,13,30,17,107
489,4,10,1,7,9,43,34,292
490,4,7,1,9,13,22,9,185
491,4,15,1,6,40,44,4,224
492,3,9,1,5,29,45,16,196
493,1,13,1,2,29,40,11,51
494,3,6,1,4,13,17,4,55
495,3,15,1,4,9,15,6,51
496,2,12,1,10,14,16,2,146
497,2,8,1,9,5,47,42,418
498,1,12,1,4,9,17,8,59
499,4,8,1,4,9,15,6,51
500,1,9,1,2,28,35,7,42
501,3,13,1,10,19,19,0,171
502,3,11,1,9,29,31,2,250
503,4,13,1,4,33,33,0,99
504,1,6,1,8,9,29,20,223
505,2,9,1,7,29,47,18,300
506,2,16,1,8,9,49,40,383
507,4,9,1,6,34,42,8,218
508,1,18,1,2,34,36,2,38
509,4,18,1,5,12,44,32,208
510,1,10,1,8,8,49,41,384
511,4,13,1,4,7,49,42,189
512,2,18,1,8,6,46,40,362
513,1,13,1,6,22,27,5,140
514,2,5,1,2,17,19,2,21
515,1,13,1,9,7,28,21,245
516,3,11,1,3,30,45,15,105
517,1,14,1,10,9,30,21,291
518,3,20,1,3,5,29,24,82
519,3,15,1,6,9,30,21,171
520,4,18,1,9,14,24,10,202
521,3,16,1,5,6,10,4,44
522,3,20,1,6,10,35,25,200
523,3,8,1,3,5,40,35,115
524,1,19,1,4,5,38,33,147
525,4,7,1,7,17,28,11,179
526,4,10,1,2,25,34,9,43
527,1,19,1,5,28,39,11,167
528,4,9,1,4,28,48,20,164
529,3,16,1,7,23,25,2,152
530,2,17,1,4,7,15,8,53
531,4,14,1,7,12,30,18,198
532,2,5,1,9,42,50,8,408
533,1,16,1,6,6,38,32,222
534,4,18,1,10,20,27,7,250
535,1,12,1,6,6,40,34,234
536,1,5,1,9,14,22,8,184
537,4,8,1,8,7,17,10,129
538,4,13,1,9,16,28,12,236
539,4,18,1,9,13,30,17,257
540,4,15,1,10,24,40,16,376
541,2,7,1,5,26,30,4,124
542,4,7,1,10,32,45,13,418
543,3,9,1,9,30,46,16,384
544,4,8,1,5,23,35,12,152
545,3,13,1,7,23,43,20,278
546,3,6,1,5,25,36,11,155
547,1,5,1,4,21,47,26,167
548,3,9,1,7,20,33,13,211
549,4,6,1,9,25,47,22,398
550,4,5,1,3,13,28,15,71
551,4,16,1,3,30,36,6,78
552,2,20,1,9,20,24,4,196
553,1,12,1,8,26,50,24,374
554,3,15,1,10,18,29,11,272
555,3,18,1,4,6,42,36,162
556,1,7,1,5,20,34,14,150
557,4,19,1,3,27,38,11,87
558,1,17,1,10,35,38,3,345
559,3,15,1,3,6,37,31,105
560,1,18,1,4,30,42,12,138
561,1,11,1,10,31,37,6,339
562,1,13,1,2,9,41,32,73
563,2,18,1,9,17,30,13,253
564,4,16,1,9,21,49,28,420
565,1,18,1,8,6,48,42,378
566,2,6,1,9,22,36,14,302
567,4,16,1,10,12,31,19,298
568,4,7,1,5,13,36,23,167
569,4,5,1,2,18,43,25,68
570,4,18,1,8,7,21,14,161
571,3,16,1,9,12,27,15,231
572,1,18,1,5,18,36,18,162
573,1,13,1,6,7,12,5,65
574,2,20,1,5,28,50,22,222
575,4,19,1,4,5,36,31,139
576,2,18,1,5,7,48,41,233
577,2,10,1,3,8,29,21,79
578,4,6,1,7,18,43,25,283
579,2,10,1,7,30,36,6,222
580,4,17,1,8,17,34,17,255
581,2,6,1,2,46,49,3,52
582,3,13,1,7,10,13,3,81
583,4,15,1,2,15,25,10,35
584,1,14,1,9,35,44,9,361
585,1,7,1,3,9,14,5,33
586,2,10,1,10,11,21,10,199
587,3,13,1,10,20,26,6,240
588,3,10,1,4,41,44,3,135
589,3,18,1,4,28,35,7,112
590,1,20,1,5,11,50,39,239
591,4,7,1,4,5,12,7,43
592,1,17,1,6,18,50,32,282
593,4,13,1,6,8,35,27,202
594,1,7,1,3,25,29,4,62
595,2,17,1,8,6,48,42,378
596,2,19,1,4,8,37,29,140
597,2,18,1,7,33,50,17,317
598,3,12,1,3,24,31,7,69
599,4,15,1,2,22,47,25,72
600,4,14,1,8,8,20,12,152
601,2,16,1,7,25,39,14,248
602,1,17,1,9,9,50,41,441
603,1,8,1,5,28,36,8,152
604,4,9,1,10,21,34,13,319
605,3,15,1,3,29,43,14,100
606,1,14,1,8,16,22,6,160
607,3,11,1,7,5,48,43,331
608,1,9,1,3,5,34,29,97
609,3,17,1,4,8,20,12,72
610,3,10,1,6,7,9,2,47
611,4,13,1,6,27,49,22,267
612,3,20,1,7,36,38,2,230
613,4,14,1,2,16,40,24,64
614,3,9,1,6,7,34,27,197
615,4,13,1,4,45,50,5,155
616,1,15,1,6,33,44,11,231
617,3,18,1,5,30,47,17,205
618,4,18,1,7,8,46,38,314
619,2,5,1,3,10,28,18,74
620,4,5,1,4,29,32,3,99
621,2,9,1,9,6,24,18,210
622,4,12,1,6,7,47,40,275
623,3,13,1,5,16,28,12,124
624,4,9,1,2,37,43,6,49
625,1,5,1,9,10,21,11,179
626,2,17,1,4,10,31,21,114
627,2,15,1,4,5,9,4,31
628,2,8,1,9,25,32,7,263
629,2,14,1,8,42,45,3,318
630,2,14,1,9,11,24,13,205
631,4,14,1,2,6,43,37,80
632,2,19,1,10,19,21,2,191
633,3,5,1,2,9,29,20,49
634,2,14,1,3,11,18,7,43
635,1,20,1,5,7,26,19,123
636,3,17,1,5,16,39,23,179
637,4,20,1,8,11,43,32,333
638,2,17,1,4,15,46,31,169
639,1,11,1,10,12,26,14,248
640,4,14,1,8,11,25,14,189
641,1,14,1,9,7,29,22,254
642,2,12,1,2,7,43,36,79
643,1,19,1,10,21,33,12,309
644,1,18,1,3,11,19,8,46
645,4,6,1,3,26,44,18,106
646,3,20,1,6,17,40,23,223
647,3,15,1,2,32,38,6,44
648,2,20,1,3,33,34,1,69
649,3,17,1,3,41,47,6,100
650,3,5,1,2,34,35,1,36
651,1,10,1,5,23,35,12,152
652,1,17,1,2,12,23,11,34
653,4,15,1,2,41,47,6,53
654,3,18,1,4,8,47,39,180
655,2,10,1,7,9,19,10,124
656,4,16,1,3,28,30,2,62
657,2,13,1,2,41,44,3,47
658,3,14,1,3,18,40,22,102
659,3,20,1,3,11,20,9,49
660,2,6,1,8,13,19,6,139
661,4,15,1,7,38,39,1,235
662,4,8,1,3,38,48,10,106
663,1,19,1,2,12,46,34,80
664,3,5,1,10,15,36,21,345
665,2,18,1,4,10,17,7,58
666,4,5,1,4,16,33,17,116
667,3,13,1,9,23,25,2,202
668,1,19,1,5,16,36,20,164
669,3,7,1,10,33,34,1,307
670,2,11,1,3,11,12,1,25
671,1,7,1,10,29,50,21,471
672,1,9,1,10,40,45,5,410
673,3,15,1,9,28,42,14,350
674,1,18,1,2,8,22,14,36
675,2,19,1,6,23,31,8,163
676,2,15,1,3,42,50,8,108
677,4,15,1,4,18,38,20,134
678,4,10,1,5,7,22,15,103
679,3,18,1,6,27,29,2,147
680,1,20,1,10,12,37,25,358
681,3,9,1,6,6,15,9,84
682,1,14,1,6,13,29,16,161
683,4,13,1,3,19,42,23,107
684,4,20,1,9,8,18,10,154
685,2,20,1,3,35,46,11,103
686,4,5,1,2,11,40,29,69
687,3,12,1,5,10,27,17,125
688,4,13,1,2,45,47,2,49
689,1,9,1,10,23,36,13,337
690,2,11,1,10,7,23,16,223
691,3,16,1,9,21,44,23,375
692,1,12,1,7,5,21,16,142
693,4,15,1,3,15,41,26,108
694,1,13,1,8,15,37,22,281
695,1,13,1,7,7,39,32,266
696,2,6,1,8,11,44,33,341
697,3,13,1,7,35,41,6,252
698,3,17,1,3,18,26,8,60
699,2,5,1,8,37,47,10,339
700,1,13,1,9,38,39,1,313
701,2,18,1,2,5,49,44,93
702,3,16,1,7,28,31,3,189
703,2,20,1,10,5,16,11,155
704,1,20,1,4,6,49,43,190
705,3,12,1,10,25,50,25,475
706,3,7,1,9,16,23,7,191
707,2,6,1,8,27,33,6,237
708,1,14,1,10,21,31,10,289
709,2,20,1,5,7,29,22,138
710,4,10,1,8,22,26,4,186
711,2,15,1,5,13,44,31,207
712,1,14,1,6,17,35,18,193
713,3,20,1,7,17,22,5,137
714,3,6,1,9,9,42,33,369
715,2,14,1,7,6,32,26,218
716,4,6,1,5,13,41,28,192
717,2,14,1,6,11,36,25,205
718,3,17,1,4,27,47,20,161
719,2,20,1,7,31,42,11,263
720,2,10,1,6,22,39,17,212
721,4,6,1,2,15,50,35,85
722,1,12,1,6,17,48,31,271
723,3,14,1,6,13,33,20,185
724,4,16,1,5,6,14,8,64
725,3,7,1,10,15,36,21,345
726,1,6,1,5,24,25,1,101
727,1,15,1,6,25,49,24,269
728,2,16,1,5,6,20,14,94
729,2,15,1,8,12,38,26,292
730,1,20,1,5,20,33,13,145
731,3,6,1,4,37,42,5,131
732,1,12,1,4,13,33,20,119
733,2,17,1,10,33,45,12,417
734,3,9,1,7,44,45,1,271
735,4,5,1,4,6,20,14,74
736,3,15,1,10,25,33,8,305
737,1,13,1,9,17,33,16,280
738,2,10,1,7,5,6,1,37
739,2,19,1,2,26,33,7,40
740,1,19,1,2,28,50,22,72
741,3,5,1,2,30,41,11,52
742,2,9,1,6,10,28,18,158
743,1,17,1,5,8,19,11,87
744,2,7,1,3,45,46,1,93
745,3,19,1,10,18,23,5,212
746,1,11,1,7,8,32,24,216
747,1,19,1,2,15,37,22,59
748,4,13,1,8,27,30,3,213
749,1,5,1,4,25,34,9,111
750,1,5,1,6,34,41,7,212
751,4,15,1,3,12,41,29,111
752,3,13,1,3,22,23,1,47
753,1,12,1,2,34,35,1,36
754,2,12,1,3,33,34,1,69
755,1,5,1,4,36,48,12,156
756,3,5,1,3,29,43,14,100
757,2,10,1,6,8,20,12,112
758,1,11,1,3,20,39,19,97
759,1,6,1,3,9,21,12,54
760,1,19,1,5,19,27,8,116
761,4,9,1,10,18,42,24,402
762,3,19,1,9,35,39,4,316
763,4,6,1,9,14,14,0,112
764,4,18,1,4,18,30,12,102
765,4,6,1,10,7,38,31,373
766,1,5,1,9,23,40,17,337
767,2,19,1,4,6,49,43,190
768,2,14,1,8,16,33,17,248
769,4,18,1,4,17,25,8,83
770,2,17,1,4,11,21,10,73
771,3,15,1,9,26,34,8,280
