id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
140,4,15,1,4,28,50,22,172
141,2,8,1,7,16,40,24,264
142,2,18,1,8,12,42,30,324
143,2,8,1,3,36,38,2,78
144,1,11,1,8,19,48,29,365
145,2,11,1,10,21,40,19,379
146,3,16,1,9,35,36,1,289
147,1,15,1,10,17,30,13,283
148,4,8,1,2,22,30,8,38
149,3,14,1,5,9,29,20,136
150,3,10,1,4,17,36,19,127
151,2,10,1,9,46,49,3,395
152,4,13,1,9,43,44,1,353
153,1,14,1,5,21,37,16,164
154,3,7,1,7,26,44,18,282
155,3,11,1,5,20,22,2,90
156,2,5,1,9,24,43,19,363
157,4,10,1,9,16,34,18,290
158,2,10,1,5,26,32,6,134
159,3,11,1,2,26,37,11,48
160,4,18,1,2,9,50,41,91
161,2,6,1,2,36,46,10,56
162,4,19,1,10,10,34,24,330
163,3,13,1,7,20,22,2,134
164,2,8,1,7,16,48,32,320
165,3,11,1,10,13,28,15,267
166,2,19,1,10,25,44,19,415
167,2,10,1,9,26,32,6,262
168,1,6,1,5,34,34,0,136
169,3,8,1,2,32,48,16,64
170,3,7,1,9,29,29,0,232
171,4,10,1,8,10,24,14,182
172,3,18,1,10,41,50,9,459
173,3,20,1,7,37,37,0,222
174,3,12,1,5,41,46,5,189
175,3,9,1,3,12,37,25,99
176,3,7,1,7,6,31,25,211
177,2,7,1,9,8,39,31,343
178,1,13,1,4,42,50,8,158
179,4,6,1,10,37,46,9,423
180,4,20,1,5,16,48,32,224
181,2,17,1,10,19,47,28,451
182,3,7,1,5,5,47,42,230
183,4,20,1,10,31,40,9,369
184,2,18,1,10,7,31,24,303
185,1,19,1,9,39,40,1,321
186,1,15,1,5,5,28,23,135
187,3,5,1,8,13,48,35,371
188,2,10,1,3,12,13,1,27
189,4,5,1,7,43,47,4,286
190,4,14,1,8,31,35,4,249
191,3,5,1,5,33,43,10,182
192,2,12,1,6,41,47,6,241
193,1,19,1,4,20,29,9,96
194,2,16,1,2,39,44,5,49
195,3,13,1,6,35,40,5,205
196,2,19,1,10,46,50,4,454
197,1,5,1,5,11,48,37,229
198,4,12,1,9,21,45,24,384
199,2,18,1,10,36,44,8,404
200,4,14,1,2,14,49,35,84
201,4,6,1,7,15,47,32,314
202,4,20,1,4,39,44,5,137
203,2,11,1,5,38,45,7,187
204,2,14,1,9,6,12,6,102
205,4,7,1,6,39,40,1,201
206,2,19,1,4,7,20,13,73
207,2,5,1,10,16,28,12,264
208,3,14,1,9,24,36,12,300
209,1,11,1,7,16,21,5,131
210,2,12,1,2,5,16,11,27
211,3,13,1,5,8,49,41,237
212,2,17,1,10,24,43,19,406
213,2,19,1,6,13,21,8,113
214,3,17,1,6,5,39,34,229
215,2,8,1,8,43,44,1,309
216,1,6,1,4,10,16,6,54
217,3,9,1,3,8,17,9,43
218,2,14,1,8,42,46,4,326
219,1,16,1,9,24,27,3,219
220,4,14,1,10,21,47,26,449
221,2,20,1,4,14,47,33,174
222,2,19,1,6,28,43,15,230
223,1,13,1,3,41,48,7,103
224,2,13,1,5,40,42,2,170
225,4,18,1,7,31,42,11,263
226,2,12,1,4,7,23,16,85
227,4,5,1,4,29,43,14,143
228,2,18,1,2,15,18,3,21
229,1,6,1,2,9,29,20,49
230,1,12,1,3,35,41,6,88
231,4,11,1,3,5,12,7,31
232,2,12,1,5,34,49,15,211
233,1,17,1,8,12,21,9,156
234,2,9,1,9,36,49,13,405
235,1,10,1,8,15,45,30,345
236,2,18,1,9,20,32,12,268
237,4,12,1,3,33,33,0,66
238,3,15,1,6,21,40,19,219
239,2,6,1,6,9,32,23,183
240,3,17,1,2,17,26,9,35
241,2,15,1,6,29,49,20,265
242,4,19,1,7,10,35,25,235
243,1,9,1,5,33,41,8,172
244,1,9,1,3,20,33,13,79
245,1,17,1,8,20,24,4,172
246,3,19,1,5,5,41,36,200
247,1,12,1,2,23,45,22,67
248,4,12,1,10,35,40,5,365
249,2,14,1,6,10,32,22,182
250,4,17,1,2,20,38,18,56
251,4,16,1,5,20,33,13,145
252,3,18,1,7,35,49,14,308
253,2,11,1,10,18,46,28,442
254,1,18,1,8,18,23,5,166
255,2,20,1,10,20,43,23,410
256,2,11,1,10,31,34,3,309
257,2,7,1,8,42,46,4,326
258,2,16,1,6,9,27,18,153
259,4,14,1,7,23,45,22,292
260,4,15,1,3,34,48,14,110
261,3,6,1,8,32,43,11,312
262,4,13,1,5,19,43,24,196
263,3,17,1,8,25,41,16,303
264,4,8,1,2,21,24,3,27
265,1,16,1,6,43,49,6,251
266,1,20,1,5,19,29,10,126
267,3,14,1,8,6,26,20,202
268,4,19,1,5,23,31,8,132
269,3,10,1,4,9,28,19,103
270,3,10,1,7,28,43,15,273
271,3,11,1,7,14,29,15,189
272,1,14,1,8,8,44,36,344
273,1,7,1,9,11,48,37,421
274,1,17,1,3,14,32,18,82
275,2,10,1,6,7,11,4,59
276,1,15,1,9,7,12,5,101
277,1,7,1,7,18,41,23,269
278,2,11,1,2,10,41,31,72
279,4,20,1,9,15,38,23,327
280,1,7,1,8,13,22,9,163
281,1,13,1,9,28,33,5,269
282,1,15,1,3,29,31,2,64
283,4,9,1,9,32,45,13,373
284,4,19,1,4,28,45,17,152
285,4,9,1,7,21,38,17,245
286,2,15,1,3,24,34,10,78
287,2,13,1,9,13,44,31,383
288,2,9,1,10,26,33,7,304
289,4,12,1,6,23,40,17,217
290,3,7,1,6,28,38,10,200
291,2,15,1,6,5,34,29,199
292,2,19,1,6,38,45,7,232
293,2,8,1,4,32,45,13,148
294,1,12,1,5,33,38,5,157
295,1,6,1,10,20,20,0,180
296,3,19,1,9,5,27,22,238
297,3,10,1,5,37,49,12,208
298,1,7,1,9,6,13,7,111
299,3,17,1,5,28,44,16,192
300,2,18,1,5,13,48,35,227
301,3,19,1,3,25,28,3,59
302,1,5,1,6,21,27,6,141
303,1,9,1,6,5,42,37,247
304,2,20,1,3,8,16,8,40
305,4,11,1,3,38,44,6,94
306,1,7,1,10,49,50,1,451
307,4,10,1,2,12,30,18,48
308,2,16,1,5,17,43,26,198
309,2,14,1,8,19,27,8,197
310,1,5,1,3,18,32,14,78
311,4,6,1,10,24,27,3,246
312,1,5,1,6,30,43,13,228
313,4,17,1,9,5,38,33,337
314,1,6,1,5,48,50,2,202
315,4,6,1,9,33,33,0,264
316,1,9,1,4,6,22,16,82
317,3,7,1,9,21,40,19,339
318,2,7,1,8,5,19,14,147
319,1,15,1,8,19,28,9,205
320,2,19,1,10,7,28,21,273
321,1,11,1,5,9,34,25,161
322,3,13,1,4,14,19,5,62
323,2,5,1,2,17,23,6,29
324,3,19,1,7,10,16,6,102
325,2,14,1,2,36,50,14,64
326,1,18,1,5,16,26,10,114
327,2,11,1,10,26,42,16,394
328,1,15,1,10,6,18,12,174
329,1,9,1,9,27,48,21,405
330,4,7,1,4,23,29,6,93
331,1,15,1,5,18,39,21,177
332,1,8,1,8,20,41,21,308
333,2,14,1,3,40,43,3,89
334,2,10,1,3,23,35,12,82
335,1,11,1,3,13,27,14,68
336,4,15,1,7,33,49,16,310
337,3,18,1,7,28,30,2,182
338,2,10,1,5,36,42,6,174
339,3,12,1,8,19,26,7,189
340,4,9,1,9,37,45,8,368
341,4,5,1,8,28,50,22,372
342,3,7,1,8,17,30,13,223
343,4,10,1,10,11,20,9,189
344,1,10,1,8,22,31,9,226
345,4,19,1,2,26,29,3,32
346,1,19,1,7,27,45,18,288
347,1,11,1,2,19,36,17,53
348,1,7,1,7,18,37,19,241
349,2,5,1,2,20,39,19,58
350,2,10,1,2,10,40,30,70
351,2,12,1,8,24,30,6,216
352,4,8,1,3,7,8,1,17
353,1,18,1,6,15,40,25,225
354,2,15,1,3,46,47,1,95
355,4,14,1,3,7,22,15,59
356,2,7,1,9,34,41,7,335
357,3,12,1,9,19,26,7,215
358,2,12,1,5,28,49,21,217
359,4,19,1,9,25,32,7,263
360,4,15,1,7,6,28,22,190
361,1,7,1,5,36,40,4,164
362,3,17,1,10,31,45,14,419
363,3,13,1,5,23,28,5,117
364,4,8,1,3,8,22,14,58
365,3,6,1,6,13,25,12,137
366,2,8,1,2,20,23,3,26
367,3,8,1,8,12,46,34,356
368,1,11,1,8,17,49,32,375
369,4,18,1,6,11,28,17,157
370,3,18,1,6,39,49,10,255
371,2,16,1,10,20,23,3,210
372,2,12,1,2,6,13,7,20
373,4,11,1,7,11,49,38,332
374,3,19,1,9,12,28,16,240
375,1,16,1,9,44,45,1,361
376,2,18,1,2,20,43,23,66
377,2,11,1,10,27,33,6,303
378,3,8,1,7,8,36,28,244
379,2,6,1,7,43,45,2,272
380,4,12,1,7,8,38,30,258
381,3,11,1,2,18,48,30,78
382,1,11,1,5,9,40,31,191
383,3,6,1,10,33,41,8,377
384,2,19,1,9,15,37,22,318
385,1,14,1,7,19,39,20,254
386,3,18,1,8,15,15,0,105
387,1,6,1,5,17,36,19,163
388,4,10,1,4,7,49,42,189
389,4,17,1,7,22,49,27,321
390,2,11,1,7,11,22,11,143
391,2,12,1,4,45,49,4,151
392,4,14,1,10,25,45,20,425
393,2,18,1,2,38,48,10,58
394,4,7,1,10,18,44,26,422
395,2,8,1,6,10,48,38,278
396,3,14,1,9,8,38,30,334
397,1,8,1,7,11,40,29,269
398,2,5,1,5,28,50,22,222
399,2,9,1,10,44,50,6,456
400,2,9,1,8,11,11,0,77
401,3,11,1,4,18,35,17,122
402,1,10,1,10,30,35,5,320
403,3,13,1,5,17,46,29,213
404,4,10,1,5,35,40,5,165
405,4,20,1,8,5,36,31,283
406,3,19,1,8,13,23,10,171
407,4,14,1,4,46,49,3,150
408,4,20,1,9,15,39,24,336
409,4,20,1,2,29,40,11,51
410,1,6,1,10,15,32,17,305
411,4,17,1,3,11,15,4,34
412,2,18,1,2,8,8,0,8
413,1,14,1,6,5,13,8,73
414,1,12,1,6,40,40,0,200
415,3,14,1,8,11,33,22,253
416,4,9,1,5,11,47,36,224
417,4,16,1,2,8,49,41,90
418,4,18,1,5,28,35,7,147
419,4,8,1,4,7,8,1,25
420,1,7,1,4,35,41,6,129
421,3,14,1,7,32,40,8,248
422,4,7,1,10,20,39,19,370
423,2,19,1,5,29,39,10,166
424,3,16,1,10,37,43,6,393
425,1,15,1,9,14,50,36,436
426,1,15,1,9,32,37,5,301
427,3,20,1,2,38,48,10,58
428,4,10,1,2,6,43,37,80
429,2,5,1,2,12,13,1,14
430,1,19,1,4,22,42,20,146
431,4,14,1,7,21,50,29,329
432,2,16,1,4,14,48,34,178
433,3,12,1,3,26,43,17,103
434,1,10,1,3,24,46,22,114
435,1,19,1,10,20,26,6,240
436,4,6,1,8,33,46,13,335
437,2,15,1,5,17,29,12,128
438,4,13,1,7,18,28,10,178
439,4,17,1,5,31,33,2,134
440,2,7,1,9,6,15,9,129
441,2,16,1,4,5,24,19,91
442,1,6,1,8,9,16,7,119
443,4,18,1,9,21,44,23,375
444,4,15,1,5,6,46,40,224
445,4,16,1,4,31,41,10,133
446,4,15,1,5,23,31,8,132
447,1,7,1,10,41,47,6,429
448,4,19,1,5,11,20,9,89
449,1,9,1,4,15,41,26,149
450,4,20,1,5,9,49,40,236
451,3,14,1,5,22,26,4,108
452,1,17,1,3,45,47,2,96
453,1,19,1,5,24,36,12,156
454,2,7,1,4,13,38,25,139
455,3,16,1,7,17,20,3,123
456,2,17,1,4,7,13,6,45
457,3,6,1,4,27,45,18,153
458,1,14,1,3,8,46,38,130
459,4,12,1,7,25,50,25,325
460,4,17,1,3,13,19,6,44
461,2,14,1,2,5,36,31,67
462,2,10,1,7,18,30,12,192
463,1,6,1,6,17,43,26,241
464,4,19,1,3,25,28,3,59
465,2,12,1,6,20,22,2,112
466,2,20,1,10,17,45,28,433
467,3,8,1,6,25,25,0,125
468,3,10,1,5,28,43,15,187
469,4,19,1,2,26,34,8,42
470,3,17,1,2,8,11,3,14
471,1,8,1,2,24,42,18,60
472,2,8,1,4,10,31,21,114
473,4,16,1,3,35,47,12,106
474,4,17,1,2,28,47,19,66
475,1,5,1,2,7,36,29,65
476,1,13,1,2,12,39,27,66
477,2,15,1,8,20,47,27,356
478,4,19,1,9,13,36,23,311
479,3,12,1,10,47,50,3,453
480,3,18,1,7,12,27,15,177
481,1,14,1,10,5,41,36,405
482,3,12,1,4,6,18,12,66
483,4,20,1,10,13,25,12,237
484,1,11,1,3,5,39,34,112
485,2,20,1,9,25,26,1,209
486,1,19,1,2,16,44,28,72
487,4,7,1,2,8,24,16,40
488,1,13,1,4,22,23,1,70
489,4,15,1,4,31,38,7,121
490,4,8,1,9,19,45,26,386
491,3,9,1,10,18,18,0,162
492,2,8,1,5,18,40,22,182
493,3,11,1,3,38,46,8,100
494,3,6,1,10,5,12,7,115
495,4,17,1,8,41,50,9,359
496,4,7,1,4,32,38,6,120
497,2,20,1,6,21,28,7,147
498,4,12,1,5,18,40,22,182
499,3,9,1,9,18,42,24,360
500,2,12,1,6,9,11,2,57
501,4,16,1,10,42,47,5,428
502,4,18,1,8,16,37,21,280
503,2,5,1,6,37,44,7,227
504,1,6,1,6,37,49,12,257
505,4,14,1,5,6,40,34,194
506,4,16,1,5,23,26,3,107
507,1,20,1,2,21,50,29,79
508,1,13,1,5,35,47,12,200
509,4,15,1,5,24,38,14,166
510,2,16,1,7,11,38,27,255
511,2,15,1,6,8,37,29,214
512,1,10,1,9,36,48,12,396
513,1,17,1,2,33,46,13,59
514,1,14,1,8,16,44,28,336
515,1,9,1,3,24,38,14,90
516,1,5,1,10,9,37,28,361
517,4,19,1,2,18,22,4,26
518,1,12,1,9,6,33,27,291
519,3,6,1,10,8,15,7,142
520,3,8,1,7,25,48,23,311
521,4,6,1,6,28,36,8,188
522,1,10,1,10,6,21,15,204
523,2,17,1,10,31,38,7,349
524,4,17,1,7,32,38,6,234
525,4,9,1,5,9,49,40,236
526,1,17,1,8,19,21,2,149
527,2,19,1,5,11,24,13,109
528,4,19,1,3,5,29,24,82
529,2,18,1,9,11,14,3,115
530,4,8,1,2,15,47,32,79
531,3,11,1,9,33,41,8,336
532,4,15,1,5,9,45,36,216
533,4,9,1,7,6,41,35,281
534,1,16,1,9,32,33,1,265
535,2,8,1,6,16,42,26,236
536,2,19,1,7,7,10,3,63
537,2,5,1,2,33,47,14,61
538,1,5,1,7,13,39,26,260
539,3,13,1,7,17,43,26,284
540,1,14,1,8,38,46,8,330
541,2,10,1,2,8,46,38,84
542,4,16,1,2,11,36,25,61
543,2,6,1,3,9,39,30,108
544,3,16,1,9,39,47,8,384
545,2,11,1,4,6,32,26,122
546,2,8,1,6,16,28,12,152
547,3,7,1,4,16,41,25,148
548,4,20,1,9,6,15,9,129
549,4,6,1,10,25,41,16,385
550,2,8,1,4,27,42,15,141
551,3,10,1,2,35,45,10,55
552,3,15,1,4,24,38,14,128
553,3,8,1,3,40,49,9,107
554,1,7,1,6,37,50,13,263
555,3,16,1,9,5,18,13,157
556,1,13,1,8,13,24,11,179
557,2,12,1,6,31,33,2,167
558,4,11,1,7,17,19,2,116
559,4,8,1,8,14,20,6,146
560,2,17,1,9,13,18,5,149
561,4,16,1,7,13,23,10,148
562,2,9,1,4,40,41,1,124
563,4,19,1,8,13,20,7,147
564,3,8,1,4,12,31,19,112
565,1,8,1,9,11,27,16,232
566,4,18,1,4,31,45,14,149
567,4,11,1,9,14,18,4,148
568,4,19,1,10,16,40,24,384
569,4,16,1,4,5,12,7,43
570,1,12,1,7,14,43,29,287
571,3,14,1,9,9,10,1,81
572,3,7,1,7,25,28,3,171
573,4,12,1,4,33,37,4,115
574,1,20,1,9,10,47,37,413
575,1,8,1,4,33,41,8,131
576,1,13,1,9,37,38,1,305
577,2,7,1,6,10,29,19,164
578,3,6,1,7,26,49,23,317
579,3,6,1,6,20,28,8,148
580,3,11,1,2,39,41,2,43
581,1,11,1,7,18,44,26,290
582,3,19,1,8,19,33,14,245
583,2,11,1,6,6,37,31,216
584,1,6,1,10,21,46,25,439
585,4,11,1,3,19,47,28,122
586,1,5,1,7,16,47,31,313
587,4,15,1,10,15,34,19,325
588,2,15,1,8,5,25,20,195
589,1,5,1,10,12,47,35,458
590,3,6,1,9,8,44,36,388
591,3,14,1,9,14,22,8,184
592,3,5,1,4,8,50,42,192
593,1,20,1,8,11,14,3,101
594,4,12,1,2,32,49,17,66
595,1,16,1,3,14,30,16,76
596,2,19,1,7,6,27,21,183
597,1,18,1,3,37,40,3,83
598,2,8,1,5,12,46,34,218
599,1,15,1,7,38,42,4,256
600,1,10,1,6,22,50,28,278
601,3,15,1,5,9,50,41,241
602,2,18,1,8,8,22,14,168
603,2,10,1,10,11,28,17,269
604,2,13,1,9,22,30,8,248
605,4,19,1,6,49,50,1,251
606,1,9,1,3,13,21,8,50
607,1,17,1,4,40,48,8,152
608,3,12,1,2,38,42,4,46
609,4,11,1,4,32,38,6,120
610,2,20,1,2,11,45,34,79
611,1,11,1,4,10,17,7,58
612,4,5,1,10,27,45,18,423
613,4,11,1,5,9,16,7,71
614,1,11,1,10,15,27,12,255
615,1,7,1,9,22,28,6,230
616,1,8,1,6,11,28,17,157
617,1,18,1,8,5,22,17,171
618,4,20,1,9,34,35,1,281
619,4,9,1,9,14,26,12,220
620,2,8,1,10,10,13,3,120
621,1,19,1,4,13,34,21,123
622,4,7,1,8,12,26,14,196
623,4,19,1,3,7,16,9,41
624,2,16,1,7,37,38,1,229
625,2,11,1,9,28,44,16,368
626,3,16,1,5,22,47,25,213
627,1,9,1,8,36,43,7,308
628,1,17,1,6,7,47,40,275
629,4,11,1,7,7,25,18,168
630,3,14,1,8,14,38,24,290
631,4,6,1,9,22,48,26,410
632,1,17,1,7,14,37,23,245
633,4,17,1,10,14,33,19,316
634,1,19,1,4,14,19,5,62
635,4,20,1,3,9,21,12,54
636,2,7,1,3,17,22,5,49
637,1,5,1,4,12,37,25,136
638,1,5,1,5,6,33,27,159
639,4,12,1,2,15,28,13,41
640,4,8,1,7,18,39,21,255
641,1,20,1,9,26,42,16,352
642,1,20,1,2,24,41,17,58
643,3,8,1,7,25,46,21,297
644,3,18,1,9,48,49,1,393
645,1,19,1,10,32,37,5,338
646,4,17,1,4,22,37,15,126
647,4,8,1,4,9,18,9,63
648,2,14,1,9,14,32,18,274
649,4,5,1,7,7,30,23,203
650,3,11,1,5,27,49,22,218
651,3,10,1,6,36,47,11,246
652,3,15,1,10,37,44,7,403
653,2,8,1,2,31,48,17,65
654,1,7,1,7,15,37,22,244
655,1,12,1,10,7,22,15,213
656,4,14,1,8,37,47,10,339
657,1,13,1,2,7,43,36,79
658,4,8,1,4,38,39,1,118
659,2,9,1,6,19,24,5,125
660,1,5,1,10,7,13,6,123
661,2,15,1,6,10,44,34,254
662,3,6,1,10,16,16,0,144
663,2,12,1,9,31,46,15,383
664,2,11,1,5,23,49,26,222
665,2,15,1,2,21,39,18,57
666,2,13,1,9,20,37,17,313
667,4,17,1,10,38,42,4,382
668,1,20,1,3,5,47,42,136
669,2,14,1,2,30,31,1,32
670,2,11,1,7,6,47,41,323
671,3,8,1,5,25,31,6,130
672,2,9,1,9,32,43,11,355
673,3,17,1,3,27,42,15,99
674,4,5,1,8,9,49,40,383
675,2,11,1,10,14,43,29,416
676,2,20,1,5,11,40,29,189
677,2,9,1,5,36,39,3,159
678,1,11,1,8,10,50,40,390
679,2,11,1,5,9,27,18,126
680,3,9,1,4,18,44,26,158
681,4,16,1,3,11,21,10,52
682,3,16,1,8,7,36,29,281
683,4,17,1,8,31,33,2,233
684,4,17,1,2,16,35,19,54
685,2,12,1,8,11,16,5,117
686,2,5,1,9,14,46,32,400
687,1,15,1,7,25,48,23,311
688,2,8,1,2,38,44,6,50
689,1,10,1,5,31,50,19,219
690,4,19,1,7,27,34,7,211
691,2,17,1,8,24,26,2,184
692,2,20,1,8,12,32,20,244
693,2,13,1,2,31,34,3,37
694,1,5,1,4,6,11,5,38
695,1,17,1,10,12,50,38,488
696,2,7,1,5,6,6,0,24
697,3,17,1,9,36,40,4,324
698,2,15,1,4,9,30,21,111
699,3,14,1,10,39,42,3,381
700,1,6,1,4,19,21,2,65
701,4,16,1,5,25,44,19,195
702,4,10,1,7,14,38,24,252
703,2,17,1,5,21,49,28,224
704,2,9,1,4,21,40,19,139
705,3,18,1,6,34,42,8,218
706,2,7,1,10,5,23,18,225
707,4,17,1,8,25,46,21,343
708,3,9,1,2,14,22,8,30
709,2,18,1,7,22,25,3,153
710,3,19,1,7,10,34,24,228
711,4,9,1,2,16,21,5,26
712,3,6,1,8,8,27,19,208
713,2,9,1,6,15,25,10,135
714,4,17,1,9,28,49,21,413
715,2,16,1,3,5,25,20,70
716,2,9,1,7,37,50,13,313
717,1,7,1,9,13,21,8,176
718,2,7,1,8,42,49,7,350
719,2,19,1,10,11,31,20,299
720,1,20,1,7,16,49,33,327
721,2,8,1,9,10,34,24,296
722,2,10,1,4,31,43,12,141
723,3,19,1,9,19,27,8,224
724,4,18,1,8,8,41,33,320
725,1,9,1,3,10,15,5,35
726,3,17,1,2,18,23,5,28
727,1,5,1,2,6,21,15,36
728,4,18,1,10,28,44,16,412
729,3,16,1,3,19,45,26,116
730,2,9,1,5,39,48,9,201
731,3,19,1,10,9,47,38,461
732,2,15,1,3,11,49,38,136
733,2,5,1,5,8,13,5,57
734,4,13,1,7,7,31,24,210
735,4,9,1,3,16,16,0,32
736,4,14,1,3,28,35,7,77
737,2,19,1,6,17,21,4,109
738,3,17,1,2,10,25,15,40
739,4,19,1,8,14,15,1,106
740,1,12,1,10,32,49,17,458
741,4,7,1,10,29,42,13,391
742,3,16,1,6,16,50,34,284
743,3,7,1,9,23,44,21,373
744,3,6,1,10,29,48,19,451
745,3,16,1,3,34,40,6,86
746,1,8,1,9,7,20,13,173
747,1,15,1,6,22,30,8,158
748,3,20,1,9,8,40,32,352
749,3,9,1,9,20,32,12,268
750,1,19,1,8,30,33,3,234
751,3,16,1,8,27,48,21,357
752,1,6,1,2,7,50,43,93
753,2,15,1,2,6,31,25,56
754,3,13,1,4,26,35,9,114
755,4,13,1,7,21,22,1,133
756,2,12,1,6,20,33,13,178
757,1,18,1,6,8,21,13,118
758,3,20,1,3,24,50,26,126
759,3,12,1,7,47,49,2,296
760,4,17,1,4,38,41,3,126
761,2,17,1,9,7,36,29,317
762,4,12,1,3,25,39,14,92
763,1,5,1,2,23,42,19,61
764,1,17,1,9,24,38,14,318
765,2,12,1,7,19,25,6,156
766,2,17,1,8,13,18,5,131
767,1,5,1,7,12,28,16,184
768,1,12,1,10,5,28,23,275
769,3,18,1,2,18,42,24,66
770,2,16,1,2,29,37,8,45
771,3,5,1,5,11,29,18,134
