id,utility_function,utility_threshold,privacy_threshold,transformation,outcome_type,solution_no,original_cmax,original_avgw,perturbed_cmax,perturbed_avgw,privacy_loss,time_found
802,calculate_cmax,0.005,0.01,MOVE,timeout,,37,9,,,,300
154,calculate_cmax,0.005,0.01,MOVE,timeout,,204,73.5625,,,,300
696,calculate_cmax,0.005,0.01,MOVE,empty,1,423,203.85,424,204.4,0,23.477421283721924
925,calculate_cmax,0.005,0.01,MOVE,timeout,,119,40.30769230769231,,,,300
379,calculate_cmax,0.005,0.01,MOVE,empty,1,158,64.88235294117646,158,65.6470588235294,0,226.8339250087738
743,calculate_cmax,0.005,0.01,MOVE,empty,1,176,73.8,176,73.7,0,237.3649709224701
666,calculate_cmax,0.005,0.01,MOVE,timeout,,191,105,,,,300
475,calculate_cmax,0.005,0.01,MOVE,exhausted,,97,42.142857142857146,,,,62.282341718673706
975,calculate_cmax,0.005,0.01,MOVE,empty,1,122,38.642857142857146,122,38.357142857142854,0,204.83822679519653
231,calculate_cmax,0.005,0.01,MOVE,timeout,,320,135.06666666666666,,,,300
970,calculate_cmax,0.005,0.01,MOVE,exhausted,,74,11,,,,15.528717041015625
416,calculate_cmax,0.005,0.01,MOVE,empty,1,57,25.428571428571427,57,25,0,166.00706791877747
321,calculate_cmax,0.005,0.01,MOVE,empty,1,152,68.2,152,68.6,0,4.8873748779296875
503,calculate_cmax,0.005,0.01,MOVE,timeout,,63,24.272727272727273,,,,300
749,calculate_cmax,0.005,0.01,MOVE,timeout,,559,263.0769230769231,,,,300
424,calculate_cmax,0.005,0.01,MOVE,timeout,,548,294.1333333333333,,,,300
419,calculate_cmax,0.005,0.01,MOVE,empty,1,121,47,121,46.733333333333334,0,210.07256364822388
84,calculate_cmax,0.005,0.01,MOVE,empty,1,115,51.1,115,52.35,0,238.25445771217346
316,calculate_cmax,0.005,0.01,MOVE,timeout,,224,94.57142857142857,,,,300
714,calculate_cmax,0.005,0.01,MOVE,empty,1,110,34.888888888888886,110,34.111111111111114,0,169.59504175186157
993,calculate_cmax,0.005,0.01,MOVE,empty,1,548,301.5,548,301.45,0,238.73223662376404
628,calculate_cmax,0.005,0.01,MOVE,empty,1,46,8.2,46,8.2,0,5.088771343231201
212,calculate_cmax,0.005,0.01,MOVE,empty,1,98,27.5,98,31,0,0.9660005569458008
420,calculate_cmax,0.005,0.01,MOVE,timeout,,729,364.7368421052632,,,,300
525,calculate_cmax,0.005,0.01,MOVE,empty,1,323,171,324,171.66666666666666,0,0.12088346481323242
158,calculate_cmax,0.005,0.01,MOVE,timeout,,123,48.625,,,,300
312,calculate_cmax,0.005,0.01,MOVE,timeout,,215,99.53846153846153,,,,300
929,calculate_cmax,0.005,0.01,MOVE,timeout,,40,12.272727272727273,,,,300
846,calculate_cmax,0.005,0.01,MOVE,empty,1,307,154.3684210526316,307,153.89473684210526,0,237.2778820991516
627,calculate_cmax,0.005,0.01,MOVE,empty,1,65,14.125,65,14.125,0,5.439190626144409
235,calculate_cmax,0.005,0.01,MOVE,timeout,,354,168.38888888888889,,,,300
110,calculate_cmax,0.005,0.01,MOVE,empty,1,111,49.875,111,49.75,0,217.54702758789062
38,calculate_cmax,0.005,0.01,MOVE,timeout,,319,160.06666666666666,,,,300
849,calculate_cmax,0.005,0.01,MOVE,empty,1,50,8.5,50,8.5,0,43.47877740859985
62,calculate_cmax,0.005,0.01,MOVE,empty,1,99,37.2,99,36.8,0,1.4288160800933838
906,calculate_cmax,0.005,0.01,MOVE,timeout,,130,52.44444444444444,,,,300
792,calculate_cmax,0.005,0.01,MOVE,timeout,,210,95.76923076923077,,,,300
157,calculate_cmax,0.005,0.01,MOVE,empty,1,36,6.9,36,7.9,0,9.594710111618042
660,calculate_cmax,0.005,0.01,MOVE,empty,1,74,32.5,74,31.9,0,192.78575825691223
645,calculate_cmax,0.005,0.01,MOVE,timeout,,210,75.16666666666667,,,,300
801,calculate_cmax,0.005,0.01,MOVE,empty,1,116,52.333333333333336,116,52.25,0,0.5260016918182373
380,calculate_cmax,0.005,0.01,MOVE,empty,1,208,81.4,209,83,0,40.615100622177124
528,calculate_cmax,0.005,0.01,MOVE,timeout,,146,52.9375,,,,300
762,calculate_cmax,0.005,0.01,MOVE,timeout,,161,83.46666666666667,,,,300
17,calculate_cmax,0.005,0.01,MOVE,timeout,,170,58.266666666666666,,,,300
158,calculate_cmax,0.005,0.01,MOVE,empty,1,123,48.625,123,48.5,0,0.051799774169921875
562,calculate_cmax,0.005,0.01,MOVE,empty,1,185,82.33333333333333,185,80.66666666666667,0,4.38909912109375
821,calculate_cmax,0.005,0.01,MOVE,timeout,,105,24.444444444444443,,,,300
6,calculate_cmax,0.005,0.01,MOVE,timeout,,84,20.555555555555557,,,,300
255,calculate_cmax,0.005,0.01,MOVE,empty,1,130,48.285714285714285,130,47.714285714285715,0,208.20750641822815
13,calculate_cmax,0.005,0.01,MOVE,timeout,,292,118.42105263157895,,,,300
183,calculate_cmax,0.005,0.01,MOVE,timeout,,256,124.6,,,,300
369,calculate_cmax,0.005,0.01,MOVE,empty,1,114,38.06666666666667,114,37.333333333333336,0,211.7515139579773
766,calculate_cmax,0.005,0.01,MOVE,timeout,,101,22,,,,300
753,calculate_cmax,0.005,0.01,MOVE,empty,1,121,52.1,121,51.7,0,108.7653820514679
2,calculate_cmax,0.005,0.01,MOVE,timeout,,370,174.27272727272728,,,,300
825,calculate_cmax,0.005,0.01,MOVE,timeout,,97,32.625,,,,300
686,calculate_cmax,0.005,0.01,MOVE,empty,1,35,5.333333333333333,35,6.222222222222222,0,1.2241804599761963
796,calculate_cmax,0.005,0.01,MOVE,timeout,,80,23.428571428571427,,,,300
659,calculate_cmax,0.005,0.01,MOVE,exhausted,,95,28.8,,,,3.721872091293335
173,calculate_cmax,0.005,0.01,MOVE,timeout,,103,41.44444444444444,,,,300
339,calculate_cmax,0.005,0.01,MOVE,timeout,,280,114.66666666666667,,,,300
902,calculate_cmax,0.005,0.01,MOVE,timeout,,523,237,,,,300
137,calculate_cmax,0.005,0.01,MOVE,exhausted,,60,17.833333333333332,,,,44.7890145778656
451,calculate_cmax,0.005,0.01,MOVE,empty,1,141,70.08333333333333,141,69.91666666666667,0,0.4141879081726074
641,calculate_cmax,0.005,0.01,MOVE,timeout,,452,234.11111111111111,,,,300
584,calculate_cmax,0.005,0.01,MOVE,empty,1,134,39.888888888888886,134,39.44444444444444,0,7.058125257492065
689,calculate_cmax,0.005,0.01,MOVE,empty,1,72,27.733333333333334,72,27.533333333333335,0,210.62777376174927
932,calculate_cmax,0.005,0.01,MOVE,empty,1,420,233.8235294117647,422,236.94117647058823,0,219.8280007839203
704,calculate_cmax,0.005,0.01,MOVE,empty,1,157,68.8,157,68.4,0,3.1258227825164795
216,calculate_cmax,0.005,0.01,MOVE,timeout,,164,67,,,,300
94,calculate_cmax,0.005,0.01,MOVE,empty,1,58,23.375,58,22.625,0,16.54182744026184
524,calculate_cmax,0.005,0.01,MOVE,timeout,,122,48.375,,,,300
403,calculate_cmax,0.005,0.01,MOVE,timeout,,116,44.27777777777778,,,,300
649,calculate_cmax,0.005,0.01,MOVE,timeout,,349,166.71428571428572,,,,300
331,calculate_cmax,0.005,0.01,MOVE,empty,1,169,57,169,56.90909090909091,0,185.17713737487793
965,calculate_cmax,0.005,0.01,MOVE,empty,1,367,176.9090909090909,368,178.1818181818182,0,5.47909951210022
331,calculate_cmax,0.005,0.01,MOVE,timeout,,169,57,,,,300
562,calculate_cmax,0.005,0.01,MOVE,exhausted,,185,82.33333333333333,,,,13.573330640792847
407,calculate_cmax,0.005,0.01,MOVE,timeout,,124,48.111111111111114,,,,300
72,calculate_cmax,0.005,0.01,MOVE,empty,1,497,291.05882352941177,498,292.29411764705884,0,218.34974074363708
859,calculate_cmax,0.005,0.01,MOVE,empty,1,114,40.5,114,40.333333333333336,0,192.49687600135803
335,calculate_cmax,0.005,0.01,MOVE,timeout,,165,58.38461538461539,,,,300
637,calculate_cmax,0.005,0.01,MOVE,empty,1,185,96.44444444444444,185,96,0,227.46504735946655
100,calculate_cmax,0.005,0.01,MOVE,empty,1,29,3.4,29,3.6,0,0.05041170120239258
212,calculate_cmax,0.005,0.01,MOVE,timeout,,98,27.5,,,,300
856,calculate_cmax,0.005,0.01,MOVE,empty,1,52,9.428571428571429,52,9.285714285714286,0,0.28336071968078613
829,calculate_cmax,0.005,0.01,MOVE,timeout,,147,52.111111111111114,,,,300
983,calculate_cmax,0.005,0.01,MOVE,empty,1,118,49.6,118,49.2,0,0.2541389465332031
638,calculate_cmax,0.005,0.01,MOVE,empty,1,619,303.5625,621,305.75,0,217.55709385871887
763,calculate_cmax,0.005,0.01,MOVE,empty,1,618,324.45,619,326.2,0,235.6044647693634
466,calculate_cmax,0.005,0.01,MOVE,timeout,,280,115.25,,,,300
359,calculate_cmax,0.005,0.01,MOVE,empty,1,248,123.0909090909091,248,122.9090909090909,0,184.95842671394348
319,calculate_cmax,0.005,0.01,MOVE,exhausted,,125,31.6,,,,4.207975387573242
283,calculate_cmax,0.005,0.01,MOVE,timeout,,122,53.65,,,,300
347,calculate_cmax,0.005,0.01,MOVE,exhausted,,127,33,,,,4.21674108505249
283,calculate_cmax,0.005,0.01,MOVE,empty,1,122,53.65,122,53.6,0,235.7788507938385
541,calculate_cmax,0.005,0.01,MOVE,timeout,,237,111.7,,,,300
848,calculate_cmax,0.005,0.01,MOVE,timeout,,426,261.25,,,,300
273,calculate_cmax,0.005,0.01,MOVE,timeout,,120,56.85,,,,300
356,calculate_cmax,0.005,0.01,MOVE,empty,1,312,126.3076923076923,312,128,0,154.90214276313782
496,calculate_cmax,0.005,0.01,MOVE,timeout,,145,57.4,,,,300
545,calculate_cmax,0.005,0.01,MOVE,timeout,,218,96.5,,,,300
650,calculate_cmax,0.005,0.01,MOVE,empty,1,329,127.38461538461539,330,129.23076923076923,0,191.85901355743408
167,calculate_cmax,0.005,0.01,MOVE,empty,1,89,35.76923076923077,89,35,0,202.2424054145813
492,calculate_cmax,0.005,0.01,MOVE,timeout,,362,169,,,,300
277,calculate_cmax,0.005,0.01,MOVE,timeout,,344,148.25,,,,300
517,calculate_cmax,0.005,0.01,MOVE,exhausted,,93,37.8,,,,1.686919927597046
15,calculate_cmax,0.005,0.01,MOVE,empty,1,244,102.47368421052632,244,102.6842105263158,0,228.27087330818176
785,calculate_cmax,0.005,0.01,MOVE,empty,1,146,70.71428571428571,146,70.57142857142857,0,28.42310667037964
350,calculate_cmax,0.005,0.01,MOVE,timeout,,85,12.166666666666666,,,,300
265,calculate_cmax,0.005,0.01,MOVE,empty,1,137,49.38461538461539,137,50.15384615384615,0,205.35301041603088
382,calculate_cmax,0.005,0.01,MOVE,exhausted,,149,74,,,,6.796563148498535
168,calculate_cmax,0.005,0.01,MOVE,empty,1,87,42.666666666666664,87,43,0,0.23012518882751465
287,calculate_cmax,0.005,0.01,MOVE,timeout,,64,28.916666666666668,,,,300
462,calculate_cmax,0.005,0.01,MOVE,timeout,,61,16.875,,,,300
487,calculate_cmax,0.005,0.01,MOVE,empty,1,36,6.125,36,6.75,0,0.6350574493408203
831,calculate_cmax,0.005,0.01,MOVE,empty,1,109,38.25,109,38.166666666666664,0,229.5816466808319
3,calculate_cmax,0.005,0.01,MOVE,empty,1,235,130.1,235,130,0,230.17102766036987
130,calculate_cmax,0.005,0.01,MOVE,empty,1,76,14.88888888888889,76,15.555555555555555,0,10.17434549331665
844,calculate_cmax,0.005,0.01,MOVE,timeout,,201,105.73684210526316,,,,300
607,calculate_cmax,0.005,0.01,MOVE,empty,1,806,395.3157894736842,807,396.7368421052632,0,220.23836994171143
993,calculate_cmax,0.005,0.01,MOVE,timeout,,548,301.5,,,,300
42,calculate_cmax,0.005,0.01,MOVE,empty,1,330,158.8,330,158.1,0,177.8467891216278
707,calculate_cmax,0.005,0.01,MOVE,timeout,,150,61.30769230769231,,,,300
72,calculate_cmax,0.005,0.01,MOVE,timeout,,497,291.05882352941177,,,,300
620,calculate_cmax,0.005,0.01,MOVE,timeout,,281,113.73333333333333,,,,300
232,calculate_cmax,0.005,0.01,MOVE,empty,1,59,12.833333333333334,59,10.166666666666666,0,0.22314143180847168
608,calculate_cmax,0.005,0.01,MOVE,empty,1,40,6.875,40,8.875,0,2.619443416595459
963,calculate_cmax,0.005,0.01,MOVE,timeout,,151,46,,,,300
112,calculate_cmax,0.005,0.01,MOVE,timeout,,157,68.61111111111111,,,,300
82,calculate_cmax,0.005,0.01,MOVE,timeout,,142,51.666666666666664,,,,300
187,calculate_cmax,0.005,0.01,MOVE,exhausted,,153,63.4,,,,7.234306573867798
358,calculate_cmax,0.005,0.01,MOVE,timeout,,160,61.7,,,,300
624,calculate_cmax,0.005,0.01,MOVE,timeout,,144,42.63636363636363,,,,300
116,calculate_cmax,0.005,0.01,MOVE,timeout,,406,200.57142857142858,,,,300
86,calculate_cmax,0.005,0.01,MOVE,timeout,,197,92.17647058823529,,,,300
734,calculate_cmax,0.005,0.01,MOVE,empty,1,46,7.666666666666667,46,6.833333333333333,0,0.14470171928405762
439,calculate_cmax,0.005,0.01,MOVE,empty,1,31,6.833333333333333,31,6.666666666666667,0,0.02483367919921875
967,calculate_cmax,0.005,0.01,MOVE,timeout,,60,18.9375,,,,300
840,calculate_cmax,0.005,0.01,MOVE,timeout,,133,48.75,,,,300
955,calculate_cmax,0.005,0.01,MOVE,empty,1,128,43.416666666666664,128,43.25,0,1.6618428230285645
301,calculate_cmax,0.005,0.01,MOVE,empty,1,109,53.8,109,53.65,0,6.792664289474487
880,calculate_cmax,0.005,0.01,MOVE,empty,1,130,36.84615384615385,130,38.38461538461539,0,198.35666131973267
76,calculate_cmax,0.005,0.01,MOVE,timeout,,104,35.45454545454545,,,,300
549,calculate_cmax,0.005,0.01,MOVE,timeout,,64,12.777777777777779,,,,300
997,calculate_cmax,0.005,0.01,MOVE,timeout,,69,27.384615384615383,,,,300
436,calculate_cmax,0.005,0.01,MOVE,empty,1,202,73.84210526315789,202,74.47368421052632,0,241.38392114639282
471,calculate_cmax,0.005,0.01,MOVE,empty,1,110,43.42857142857143,110,43.285714285714285,0,0.4812133312225342
948,calculate_cmax,0.005,0.01,MOVE,timeout,,53,6.333333333333333,,,,300
346,calculate_cmax,0.005,0.01,MOVE,empty,1,124,45.588235294117645,124,47.64705882352941,0,222.27786421775818
596,calculate_cmax,0.005,0.01,MOVE,timeout,,242,118.63636363636364,,,,300
139,calculate_cmax,0.005,0.01,MOVE,timeout,,511,250.46666666666667,,,,300
373,calculate_cmax,0.005,0.01,MOVE,timeout,,36,7.142857142857143,,,,300
293,calculate_cmax,0.005,0.01,MOVE,empty,1,31,5.166666666666667,31,4.666666666666667,0,0.022600173950195312
912,calculate_cmax,0.005,0.01,MOVE,empty,1,158,57.5,158,57.25,0,156.48541045188904
441,calculate_cmax,0.005,0.01,MOVE,timeout,,157,65.84210526315789,,,,300
383,calculate_cmax,0.005,0.01,MOVE,timeout,,544,315.6842105263158,,,,300
59,calculate_cmax,0.005,0.01,MOVE,timeout,,43,11.785714285714286,,,,300
566,calculate_cmax,0.005,0.01,MOVE,timeout,,456,203.15,,,,300
349,calculate_cmax,0.005,0.01,MOVE,empty,1,143,65.73333333333333,143,65.46666666666667,0,212.21157360076904
191,calculate_cmax,0.005,0.01,MOVE,empty,1,322,140.66666666666666,322,140.55555555555554,0,163.73149013519287
497,calculate_cmax,0.005,0.01,MOVE,empty,1,38,7.5,38,7.5,0,1.8758389949798584
728,calculate_cmax,0.005,0.01,MOVE,timeout,,329,146.61111111111111,,,,300
387,calculate_cmax,0.005,0.01,MOVE,timeout,,43,14.214285714285714,,,,300
821,calculate_cmax,0.005,0.01,MOVE,empty,1,105,24.444444444444443,105,24,0,0.2655327320098877
275,calculate_cmax,0.005,0.01,MOVE,empty,1,243,105.7,244,105.6,0,237.21881699562073
542,calculate_cmax,0.005,0.01,MOVE,empty,1,116,28.1,116,28.7,0,2.8384811878204346
226,calculate_cmax,0.005,0.01,MOVE,exhausted,,55,5,,,,48.78691625595093
178,calculate_cmax,0.005,0.01,MOVE,empty,1,116,37.6,116,39.3,0,47.59581780433655
377,calculate_cmax,0.005,0.01,MOVE,timeout,,204,98.1,,,,300
592,calculate_cmax,0.005,0.01,MOVE,timeout,,185,81.4,,,,300
498,calculate_cmax,0.005,0.01,MOVE,empty,1,54,14,54,14.285714285714286,0,0.02951836585998535
795,calculate_cmax,0.005,0.01,MOVE,empty,1,424,220.1578947368421,424,220.10526315789474,0,238.46137762069702
640,calculate_cmax,0.005,0.01,MOVE,empty,1,189,84.5,189,84.375,0,3.951848030090332
445,calculate_cmax,0.005,0.01,MOVE,timeout,,52,5.166666666666667,,,,300
177,calculate_cmax,0.005,0.01,MOVE,empty,1,34,6.4,34,8.4,0,0.019651174545288086
876,calculate_cmax,0.005,0.01,MOVE,empty,1,309,140.44444444444446,309,140.44444444444446,0,48.225178956985474
5,calculate_cmax,0.005,0.01,MOVE,exhausted,,70,21.166666666666668,,,,52.61465764045715
863,calculate_cmax,0.005,0.01,MOVE,timeout,,651,311,,,,300
186,calculate_cmax,0.005,0.01,MOVE,exhausted,,210,90.16666666666667,,,,16.09796905517578
258,calculate_cmax,0.005,0.01,MOVE,timeout,,170,70.58823529411765,,,,300
515,calculate_cmax,0.005,0.01,MOVE,empty,1,79,22.7,79,23.6,0,20.99499011039734
720,calculate_cmax,0.005,0.01,MOVE,timeout,,149,56.375,,,,300
222,calculate_cmax,0.005,0.01,MOVE,empty,1,144,67.75,144,67.7,0,232.38939571380615
250,calculate_cmax,0.005,0.01,MOVE,exhausted,,164,79,,,,5.662995100021362
618,calculate_cmax,0.005,0.01,MOVE,empty,1,100,21.142857142857142,100,21.285714285714285,0,0.17443537712097168
55,calculate_cmax,0.005,0.01,MOVE,timeout,,47,6.571428571428571,,,,300
893,calculate_cmax,0.005,0.01,MOVE,timeout,,155,60.75,,,,300
52,calculate_cmax,0.005,0.01,MOVE,empty,1,100,36.2,100,36.5,0,4.664874315261841
879,calculate_cmax,0.005,0.01,MOVE,empty,1,132,42.86666666666667,132,42.8,0,210.78823065757751
607,calculate_cmax,0.005,0.01,MOVE,timeout,,806,395.3157894736842,,,,300
560,calculate_cmax,0.005,0.01,MOVE,exhausted,,90,20,,,,194.524644613266
944,calculate_cmax,0.005,0.01,MOVE,timeout,,149,37,,,,300
120,calculate_cmax,0.005,0.01,MOVE,empty,1,93,19,93,23.666666666666668,0,0.18724894523620605
135,calculate_cmax,0.005,0.01,MOVE,timeout,,433,246.85,,,,300
617,calculate_cmax,0.005,0.01,MOVE,empty,1,170,60.1578947368421,170,60.10526315789474,0,242.20410251617432
449,calculate_cmax,0.005,0.01,MOVE,timeout,,53,18.5,,,,300
603,calculate_cmax,0.005,0.01,MOVE,timeout,,199,83.3,,,,300
311,calculate_cmax,0.005,0.01,MOVE,empty,1,233,105.85714285714286,234,107.42857142857143,0,0.0475003719329834
890,calculate_cmax,0.005,0.01,MOVE,empty,1,320,148.9090909090909,320,148.9090909090909,0,52.471774101257324
426,calculate_cmax,0.005,0.01,MOVE,empty,1,41,11,41,10.25,0,0.4522223472595215
897,calculate_cmax,0.005,0.01,MOVE,timeout,,107,38.875,,,,300
131,calculate_cmax,0.005,0.01,MOVE,timeout,,341,186.95,,,,300
945,calculate_cmax,0.005,0.01,MOVE,empty,1,173,77.91666666666667,173,77.66666666666667,0,0.4756128787994385
724,calculate_cmax,0.005,0.01,MOVE,empty,1,59,8.333333333333334,59,8.333333333333334,0,0.41141843795776367
867,calculate_cmax,0.005,0.01,MOVE,timeout,,96,29.818181818181817,,,,300
429,calculate_cmax,0.005,0.01,MOVE,empty,1,105,33.36363636363637,105,33.27272727272727,0,213.57064986228943
51,calculate_cmax,0.005,0.01,MOVE,timeout,,128,46.75,,,,300
724,calculate_cmax,0.005,0.01,MOVE,timeout,,59,8.333333333333334,,,,300
67,calculate_cmax,0.005,0.01,MOVE,timeout,,105,34.77777777777778,,,,300
712,calculate_cmax,0.005,0.01,MOVE,timeout,,87,26.23076923076923,,,,300
806,calculate_cmax,0.005,0.01,MOVE,empty,1,22,2.857142857142857,22,3.2857142857142856,0,0.061330556869506836
986,calculate_cmax,0.005,0.01,MOVE,timeout,,162,61.357142857142854,,,,300
387,calculate_cmax,0.005,0.01,MOVE,empty,1,43,14.214285714285714,43,14,0,58.948808670043945
668,calculate_cmax,0.005,0.01,MOVE,empty,1,168,62.44444444444444,168,65.11111111111111,0,8.040192127227783
252,calculate_cmax,0.005,0.01,MOVE,empty,1,47,12.875,47,13.75,0,25.12193751335144
851,calculate_cmax,0.005,0.01,MOVE,timeout,,63,24.333333333333332,,,,300
565,calculate_cmax,0.005,0.01,MOVE,empty,1,83,31.294117647058822,83,31.352941176470587,0,227.88498902320862
107,calculate_cmax,0.005,0.01,MOVE,timeout,,81,40.2,,,,300
97,calculate_cmax,0.005,0.01,MOVE,timeout,,692,349.65,,,,300
22,calculate_cmax,0.005,0.01,MOVE,empty,1,155,63,155,68.2,0,200.6797649860382
388,calculate_cmax,0.005,0.01,MOVE,empty,1,310,146.44444444444446,310,146.22222222222223,0,171.38184523582458
976,calculate_cmax,0.005,0.01,MOVE,timeout,,490,246.2941176470588,,,,300
209,calculate_cmax,0.005,0.01,MOVE,exhausted,,78,23.5,,,,45.3498809337616
809,calculate_cmax,0.005,0.01,MOVE,empty,1,151,65.61111111111111,151,67.94444444444444,0,228.4977056980133
635,calculate_cmax,0.005,0.01,MOVE,timeout,,187,71.1875,,,,300
667,calculate_cmax,0.005,0.01,MOVE,empty,1,171,79.16666666666667,171,79.05555555555556,0,234.56725358963013
150,calculate_cmax,0.005,0.01,MOVE,empty,1,139,66,139,65.63636363636364,0,1.0602123737335205
456,calculate_cmax,0.005,0.01,MOVE,empty,1,122,30.6,122,29.6,0,0.04045701026916504
972,calculate_cmax,0.005,0.01,MOVE,timeout,,284,140,,,,300
103,calculate_cmax,0.005,0.01,MOVE,timeout,,602,281.3125,,,,300
93,calculate_cmax,0.005,0.01,MOVE,timeout,,430,232.78571428571428,,,,300
349,calculate_cmax,0.005,0.01,MOVE,timeout,,143,65.73333333333333,,,,300
361,calculate_cmax,0.005,0.01,MOVE,empty,1,71,23.625,71,23.125,0,140.53824853897095
583,calculate_cmax,0.005,0.01,MOVE,empty,1,556,269.125,556,269.0625,0,213.87039947509766
631,calculate_cmax,0.005,0.01,MOVE,timeout,,46,11.125,,,,300
982,calculate_cmax,0.005,0.01,MOVE,timeout,,334,148.875,,,,300
754,calculate_cmax,0.005,0.01,MOVE,empty,1,133,44.07692307692308,133,43.46153846153846,0,0.12119555473327637
716,calculate_cmax,0.005,0.01,MOVE,timeout,,135,51.875,,,,300
63,calculate_cmax,0.005,0.01,MOVE,timeout,,142,55.75,,,,300
681,calculate_cmax,0.005,0.01,MOVE,empty,1,68,33,68,32.875,0,4.945611476898193
855,calculate_cmax,0.005,0.01,MOVE,timeout,,139,60.55,,,,300
296,calculate_cmax,0.005,0.01,MOVE,timeout,,114,44.125,,,,300
473,calculate_cmax,0.005,0.01,MOVE,timeout,,80,35,,,,300
639,calculate_cmax,0.005,0.01,MOVE,timeout,,289,135.05263157894737,,,,300
401,calculate_cmax,0.005,0.01,MOVE,empty,1,57,17.923076923076923,57,17.846153846153847,0,200.00924491882324
341,calculate_cmax,0.005,0.01,MOVE,timeout,,45,10.5,,,,300
962,calculate_cmax,0.005,0.01,MOVE,empty,1,61,17.733333333333334,61,18.133333333333333,0,214.96600699424744
483,calculate_cmax,0.005,0.01,MOVE,timeout,,421,230.8,,,,300
339,calculate_cmax,0.005,0.01,MOVE,empty,1,280,114.66666666666667,280,114.61111111111111,0,231.9118528366089
266,calculate_cmax,0.005,0.01,MOVE,timeout,,575,294.70588235294116,,,,300
703,calculate_cmax,0.005,0.01,MOVE,empty,1,30,2.4,30,2.4,0,0.2719712257385254
554,calculate_cmax,0.005,0.01,MOVE,timeout,,69,21.1,,,,300
96,calculate_cmax,0.005,0.01,MOVE,exhausted,,101,34.666666666666664,,,,41.19076943397522
859,calculate_cmax,0.005,0.01,MOVE,timeout,,114,40.5,,,,300
851,calculate_cmax,0.005,0.01,MOVE,empty,1,63,24.333333333333332,63,23.833333333333332,0,212.4387776851654
487,calculate_cmax,0.005,0.01,MOVE,timeout,,36,6.125,,,,300
108,calculate_cmax,0.005,0.01,MOVE,empty,1,89,22.555555555555557,89,22.666666666666668,0,0.23006200790405273
532,calculate_cmax,0.005,0.01,MOVE,empty,1,72,9.714285714285714,72,8.142857142857142,0,0.37740063667297363
862,calculate_cmax,0.005,0.01,MOVE,exhausted,,202,87.5,,,,5.422649145126343
984,calculate_cmax,0.005,0.01,MOVE,empty,1,104,31.1,104,31,0,64.4203314781189
550,calculate_cmax,0.005,0.01,MOVE,timeout,,78,27.125,,,,300
75,calculate_cmax,0.005,0.01,MOVE,empty,1,367,178.07692307692307,367,178.07692307692307,0,72.85696506500244
477,calculate_cmax,0.005,0.01,MOVE,timeout,,336,144.25,,,,300
292,calculate_cmax,0.005,0.01,MOVE,timeout,,177,68.5,,,,300
107,calculate_cmax,0.005,0.01,MOVE,empty,1,81,40.2,81,40,0,14.087408065795898
630,calculate_cmax,0.005,0.01,MOVE,empty,1,341,180.21052631578948,341,180.05263157894737,0,229.07428431510925
345,calculate_cmax,0.005,0.01,MOVE,timeout,,118,45.4,,,,300
