id,machine_counts,job_counts,w_min,w_max,p_min,p_max,processing_time_range,weighted_processing_time_range
233,4,9,0,7,22,49,27,343
234,3,18,0,8,5,6,1,48
235,2,18,0,4,31,49,18,196
236,4,16,0,3,21,30,9,90
237,2,14,0,3,14,48,34,144
238,1,17,0,4,31,43,12,172
239,4,6,0,3,14,44,30,132
240,4,8,0,2,10,41,31,82
241,1,10,0,2,6,50,44,100
242,3,16,0,3,30,47,17,141
243,3,18,0,3,31,41,10,123
244,2,10,0,7,18,23,5,161
245,3,5,0,7,8,50,42,350
246,3,7,0,9,38,43,5,387
247,4,11,0,2,27,33,6,66
248,4,17,0,4,9,36,27,144
249,2,8,0,2,40,42,2,84
250,1,6,0,1,12,44,32,44
251,1,14,0,5,16,19,3,95
252,3,8,0,9,10,21,11,189
253,4,17,0,3,6,44,38,132
254,1,5,0,6,22,26,4,156
255,3,14,0,9,13,44,31,396
256,2,15,0,8,33,39,6,312
257,3,9,0,3,26,48,22,144
258,3,17,0,5,20,38,18,190
259,1,20,0,7,22,28,6,196
260,3,19,0,7,26,29,3,203
261,1,10,0,3,27,39,12,117
262,1,6,0,7,14,27,13,189
263,2,17,0,8,45,50,5,400
264,1,8,0,8,30,34,4,272
265,3,13,0,5,20,38,18,190
266,1,17,0,1,23,45,22,45
267,1,12,0,2,35,37,2,74
268,1,15,0,5,8,17,9,85
269,1,17,0,7,40,43,3,301
270,2,20,0,1,22,34,12,34
271,2,14,0,7,17,46,29,322
272,2,15,0,9,30,33,3,297
273,2,20,0,9,8,17,9,153
274,4,6,0,1,19,22,3,22
275,3,20,0,7,27,48,21,336
276,3,18,0,8,12,32,20,256
277,2,16,0,7,43,43,0,301
278,3,19,0,4,6,18,12,72
279,2,10,0,7,11,48,37,336
280,2,12,0,8,9,42,33,336
281,1,6,0,5,48,50,2,250
282,3,20,0,3,40,45,5,135
283,3,20,0,7,8,26,18,182
284,4,6,0,9,10,27,17,243
285,1,18,0,8,8,41,33,328
286,2,16,0,5,30,46,16,230
287,2,12,0,5,5,16,11,80
288,2,17,0,3,46,50,4,150
289,2,16,0,5,19,50,31,250
290,2,15,0,4,7,25,18,100
291,3,19,0,8,14,15,1,120
292,3,16,0,7,21,43,22,301
293,3,6,0,2,6,32,26,64
294,3,15,0,3,37,47,10,141
295,3,12,0,6,17,18,1,108
296,2,8,0,5,8,35,27,175
297,4,16,0,6,16,45,29,270
298,2,13,0,2,12,41,29,82
299,4,19,0,7,13,44,31,308
300,4,20,0,4,6,44,38,176
301,4,20,0,1,8,36,28,36
302,2,15,0,2,43,49,6,98
303,1,15,0,4,19,45,26,180
304,2,11,0,5,10,13,3,65
305,1,14,0,6,13,39,26,234
306,2,6,0,9,22,25,3,225
307,2,19,0,5,16,48,32,240
308,3,6,0,5,22,46,24,230
309,4,10,0,8,7,39,32,312
310,1,19,0,3,14,21,7,63
311,1,7,0,1,27,39,12,39
312,2,13,0,3,20,42,22,126
313,3,6,0,4,7,47,40,188
314,3,12,0,7,31,37,6,259
315,4,14,0,1,17,30,13,30
316,2,14,0,3,32,32,0,96
317,4,6,0,1,24,34,10,34
318,4,9,0,9,31,35,4,315
319,2,5,0,9,39,48,9,432
320,1,15,0,1,43,49,6,49
321,2,15,0,1,15,23,8,23
322,3,11,0,2,6,18,12,36
323,3,6,0,5,17,48,31,240
324,3,9,0,9,6,38,32,342
325,3,12,0,4,8,48,40,192
326,3,9,0,7,33,38,5,266
327,4,11,0,3,18,41,23,123
328,2,20,0,5,29,33,4,165
329,1,20,0,6,14,36,22,216
330,4,9,0,1,17,21,4,21
331,3,11,0,7,39,48,9,336
332,2,18,0,4,11,39,28,156
333,1,7,0,8,20,45,25,360
334,2,18,0,8,20,24,4,192
335,3,13,0,4,20,43,23,172
336,1,17,0,3,25,30,5,90
337,1,10,0,4,24,30,6,120
338,2,12,0,4,9,38,29,152
339,3,18,0,8,43,50,7,400
340,4,8,0,6,21,46,25,276
341,4,10,0,9,10,24,14,216
342,3,5,0,2,20,22,2,44
343,2,6,0,4,17,18,1,72
344,4,10,0,9,32,44,12,396
345,4,15,0,2,20,39,19,78
346,4,17,0,9,17,34,17,306
347,2,5,0,6,36,49,13,294
348,2,5,0,4,39,50,11,200
349,2,15,0,7,11,27,16,189
350,4,6,0,8,40,43,3,344
351,4,14,0,4,26,46,20,184
352,1,19,0,8,30,46,16,368
353,2,7,0,8,18,38,20,304
354,1,7,0,8,5,12,7,96
355,3,8,0,4,30,32,2,128
356,2,13,0,3,39,48,9,144
357,4,19,0,5,13,49,36,245
358,4,20,0,7,30,34,4,238
359,1,11,0,9,7,32,25,288
360,2,18,0,2,8,38,30,76
361,2,8,0,9,12,21,9,189
362,1,20,0,4,10,48,38,192
363,3,5,0,4,15,21,6,84
364,4,19,0,3,10,12,2,36
365,2,20,0,1,8,38,30,38
366,1,8,0,6,16,33,17,198
367,4,17,0,7,20,48,28,336
368,4,17,0,8,11,16,5,128
369,4,15,0,8,8,48,40,384
370,2,7,0,7,9,31,22,217
371,4,16,0,6,6,23,17,138
372,3,10,0,5,22,43,21,215
373,4,7,0,1,12,21,9,21
374,2,9,0,4,25,42,17,168
375,4,19,0,1,22,36,14,36
376,1,16,0,5,46,49,3,245
377,3,20,0,4,9,47,38,188
378,4,14,0,6,5,17,12,102
379,3,17,0,4,20,32,12,128
380,2,10,0,3,41,42,1,126
381,3,15,0,7,7,50,43,350
382,1,6,0,3,9,43,34,129
383,1,19,0,7,9,48,39,336
384,4,13,0,4,32,44,12,176
385,1,8,0,9,38,40,2,360
386,3,17,0,2,14,14,0,28
387,4,14,0,3,9,14,5,42
388,1,9,0,9,26,43,17,387
389,2,8,0,6,10,36,26,216
390,1,9,0,4,9,11,2,44
391,3,15,0,4,6,47,41,188
392,4,12,0,4,9,46,37,184
393,4,9,0,2,45,48,3,96
394,2,6,0,6,22,36,14,216
395,3,17,0,3,41,42,1,126
396,4,7,0,5,16,32,16,160
397,2,15,0,1,16,19,3,19
398,4,10,0,3,14,47,33,141
399,4,16,0,1,8,21,13,21
400,2,11,0,8,7,15,8,120
401,3,13,0,6,10,14,4,84
402,3,14,0,4,14,35,21,140
403,4,18,0,4,18,29,11,116
404,3,11,0,6,16,16,0,96
405,4,12,0,7,26,37,11,259
406,1,12,0,3,19,36,17,108
407,2,9,0,9,13,40,27,360
408,1,20,0,5,36,37,1,185
409,3,17,0,2,16,17,1,34
410,1,20,0,6,37,48,11,288
411,1,16,0,1,18,31,13,31
412,4,14,0,9,5,45,40,405
413,1,7,0,8,20,43,23,344
414,1,20,0,5,22,49,27,245
415,1,6,0,3,18,34,16,102
416,1,7,0,8,6,11,5,88
417,4,20,0,9,16,36,20,324
418,2,7,0,4,33,33,0,132
419,3,15,0,7,17,29,12,203
420,1,19,0,4,31,45,14,180
421,2,5,0,7,31,36,5,252
422,1,10,0,5,27,45,18,225
423,2,18,0,8,25,41,16,328
424,1,15,0,4,15,50,35,200
425,4,14,0,7,19,34,15,238
426,3,8,0,5,9,17,8,85
427,3,5,0,4,9,43,34,172
428,2,16,0,5,20,43,23,215
429,3,11,0,6,25,27,2,162
430,3,12,0,8,14,36,22,288
431,2,10,0,6,30,48,18,288
432,2,20,0,4,7,50,43,200
433,4,17,0,5,24,38,14,190
434,3,14,0,7,9,29,20,203
435,3,17,0,3,33,35,2,105
436,4,19,0,9,36,44,8,396
437,4,17,0,7,33,46,13,322
438,4,6,0,6,7,32,25,192
439,3,6,0,2,7,25,18,50
440,4,6,0,5,10,22,12,110
441,4,19,0,9,16,48,32,432
442,4,17,0,3,38,49,11,147
443,4,7,0,5,47,50,3,250
444,2,5,0,1,14,33,19,33
445,4,6,0,8,11,34,23,272
446,1,7,0,8,28,35,7,280
447,4,5,0,9,20,31,11,279
448,4,5,0,2,16,17,1,34
449,2,10,0,8,6,13,7,104
450,2,19,0,2,14,27,13,54
451,2,12,0,1,8,35,27,35
452,3,14,0,2,25,43,18,86
453,2,6,0,5,31,48,17,240
454,3,9,0,9,28,46,18,414
455,3,6,0,6,41,49,8,294
456,2,5,0,8,37,43,6,344
457,1,14,0,5,11,31,20,155
458,2,17,0,1,39,40,1,40
459,1,16,0,2,8,46,38,92
460,3,6,0,3,9,30,21,90
461,2,10,0,7,46,47,1,329
462,3,8,0,7,16,24,8,168
463,2,5,0,7,22,36,14,252
464,4,8,0,4,30,40,10,160
465,3,17,0,7,12,49,37,343
466,2,12,0,5,45,48,3,240
467,4,13,0,2,22,26,4,52
468,3,14,0,4,31,43,12,172
469,1,9,0,3,8,30,22,90
470,4,7,0,6,13,31,18,186
471,2,7,0,3,16,50,34,150
472,1,9,0,2,29,41,12,82
473,3,13,0,5,5,33,28,165
474,4,16,0,8,33,34,1,272
475,1,7,0,4,11,16,5,64
476,1,17,0,5,10,15,5,75
477,2,16,0,5,42,42,0,210
478,1,5,0,1,31,49,18,49
479,4,7,0,3,26,31,5,93
480,3,15,0,5,6,35,29,175
481,3,8,0,6,42,49,7,294
482,1,17,0,5,33,33,0,165
483,1,15,0,6,15,46,31,276
484,1,13,0,9,25,44,19,396
485,3,19,0,5,24,39,15,195
486,1,8,0,8,8,40,32,320
487,4,8,0,4,9,21,12,84
488,1,19,0,2,22,49,27,98
489,2,13,0,5,7,13,6,65
490,2,6,0,7,35,36,1,252
491,1,13,0,9,12,33,21,297
492,1,11,0,7,30,38,8,266
493,2,10,0,9,21,27,6,243
494,4,18,0,3,5,10,5,30
495,1,5,0,3,5,27,22,81
496,3,20,0,6,19,22,3,132
497,3,6,0,7,15,23,8,161
498,3,7,0,2,13,28,15,56
499,4,11,0,1,13,41,28,41
500,3,17,0,7,28,50,22,350
501,4,15,0,5,16,25,9,125
502,4,9,0,5,6,20,14,100
503,3,11,0,9,7,33,26,297
504,3,9,0,7,44,47,3,329
505,1,12,0,3,23,42,19,126
506,2,6,0,8,29,48,19,384
507,1,6,0,5,17,22,5,110
508,4,19,0,6,24,33,9,198
509,2,11,0,9,12,47,35,423
510,3,19,0,1,37,50,13,50
511,3,19,0,2,35,40,5,80
512,3,9,0,4,29,47,18,188
513,2,15,0,6,12,14,2,84
514,4,6,0,7,18,43,25,301
515,4,10,0,6,9,48,39,288
516,1,15,0,8,24,45,21,360
517,1,5,0,9,10,41,31,369
518,2,19,0,9,41,46,5,414
519,1,10,0,7,20,44,24,308
520,1,6,0,8,32,34,2,272
521,2,12,0,4,14,17,3,68
522,2,13,0,9,10,41,31,369
523,4,19,0,6,25,25,0,150
524,3,16,0,5,16,30,14,150
525,1,9,0,1,20,50,30,50
526,1,10,0,5,8,32,24,160
527,1,10,0,6,6,38,32,228
528,4,16,0,6,20,44,24,264
529,4,12,0,4,12,30,18,120
530,2,20,0,9,24,30,6,270
531,2,7,0,1,13,30,17,30
532,4,7,0,5,14,49,35,245
533,4,8,0,2,6,24,18,48
534,2,20,0,1,16,21,5,21
535,1,9,0,7,29,32,3,224
536,2,8,0,4,14,40,26,160
537,4,17,0,8,5,45,40,360
538,4,20,0,7,10,25,15,175
539,1,12,0,3,37,48,11,144
540,2,20,0,6,6,21,15,126
541,2,20,0,6,18,30,12,180
542,4,10,0,8,37,38,1,304
543,3,20,0,2,31,45,14,90
544,3,6,0,4,32,33,1,132
545,2,14,0,1,29,35,6,35
546,4,10,0,7,20,21,1,147
547,2,13,0,3,20,49,29,147
548,3,12,0,4,31,46,15,184
549,4,9,0,5,19,28,9,140
550,4,16,0,6,17,21,4,126
551,3,14,0,8,20,45,25,360
552,1,14,0,9,25,46,21,414
553,2,17,0,6,10,17,7,102
554,3,10,0,5,10,32,22,160
555,3,18,0,2,22,50,28,100
556,2,17,0,2,45,50,5,100
557,4,10,0,7,21,43,22,301
558,1,6,0,3,7,14,7,42
559,4,15,0,9,16,25,9,225
560,3,6,0,6,40,49,9,294
561,3,20,0,9,8,9,1,81
562,1,6,0,6,12,42,30,252
563,1,12,0,8,13,42,29,336
564,1,16,0,4,6,41,35,164
565,4,17,0,3,11,31,20,93
566,2,20,0,6,45,46,1,276
567,4,10,0,2,29,38,9,76
568,4,14,0,6,26,37,11,222
569,3,12,0,7,28,47,19,329
570,3,15,0,8,34,34,0,272
571,4,18,0,9,34,40,6,360
572,1,20,0,8,17,50,33,400
573,2,13,0,6,17,40,23,240
574,3,20,0,1,24,33,9,33
575,3,5,0,3,5,25,20,75
576,1,8,0,4,8,21,13,84
577,3,6,0,9,23,26,3,234
578,3,10,0,7,29,46,17,322
579,2,8,0,3,19,32,13,96
580,3,16,0,3,19,40,21,120
581,3,15,0,1,19,28,9,28
582,2,10,0,6,6,39,33,234
583,1,16,0,5,32,39,7,195
584,3,9,0,8,33,50,17,400
585,3,16,0,7,29,39,10,273
586,2,19,0,7,37,39,2,273
587,2,17,0,9,42,46,4,414
588,3,5,0,9,42,50,8,450
589,1,10,0,1,15,50,35,50
590,4,13,0,7,19,43,24,301
591,1,6,0,4,24,28,4,112
592,3,15,0,1,22,48,26,48
593,1,9,0,8,31,33,2,264
594,3,13,0,1,14,35,21,35
595,4,5,0,9,48,50,2,450
596,1,11,0,4,16,29,13,116
597,4,19,0,8,35,36,1,288
598,4,12,0,1,37,46,9,46
599,1,10,0,4,8,38,30,152
600,1,7,0,7,8,19,11,133
601,3,14,0,3,33,40,7,120
602,4,13,0,9,24,31,7,279
603,4,20,0,8,22,48,26,384
604,3,7,0,3,19,29,10,87
605,1,19,0,8,29,31,2,248
606,2,18,0,3,20,36,16,108
607,1,19,0,6,37,49,12,294
608,4,8,0,7,10,24,14,168
609,3,12,0,7,25,49,24,343
610,4,7,0,1,22,47,25,47
611,3,9,0,6,27,30,3,180
612,1,7,0,9,10,16,6,144
613,3,8,0,3,13,39,26,117
614,1,15,0,2,32,35,3,70
615,1,14,0,6,16,19,3,114
616,3,18,0,8,12,26,14,208
617,4,19,0,9,33,35,2,315
618,4,7,0,1,50,50,0,50
619,2,16,0,1,15,29,14,29
620,2,15,0,4,34,36,2,144
621,3,9,0,4,27,29,2,116
622,1,6,0,6,27,38,11,228
623,1,5,0,7,17,42,25,294
624,4,11,0,4,47,48,1,192
625,3,10,0,8,20,28,8,224
626,3,14,0,8,13,45,32,360
627,4,8,0,7,30,31,1,217
628,3,5,0,8,15,31,16,248
629,1,14,0,4,25,41,16,164
630,1,19,0,9,9,29,20,261
631,4,8,0,3,5,34,29,102
632,4,13,0,8,12,22,10,176
633,4,7,0,1,16,44,28,44
634,1,6,0,1,25,42,17,42
635,3,16,0,4,28,36,8,144
636,2,15,0,5,23,43,20,215
637,2,18,0,4,5,36,31,144
638,1,16,0,2,33,44,11,88
639,2,19,0,6,7,45,38,270
640,3,16,0,1,17,49,32,49
641,1,18,0,2,17,36,19,72
642,1,8,0,5,20,34,14,170
643,4,9,0,7,13,47,34,329
644,4,20,0,5,9,20,11,100
645,4,18,0,5,36,46,10,230
646,3,20,0,8,9,38,29,304
647,4,18,0,6,9,47,38,282
648,2,6,0,2,9,40,31,80
649,1,14,0,9,16,31,15,279
650,2,13,0,8,46,49,3,392
651,2,17,0,8,5,27,22,216
652,4,19,0,7,19,30,11,210
653,4,14,0,8,35,44,9,352
654,4,10,0,9,24,35,11,315
655,2,8,0,5,16,46,30,230
656,3,6,0,2,20,28,8,56
657,2,17,0,9,6,7,1,63
658,4,13,0,8,28,39,11,312
659,2,5,0,2,20,47,27,94
660,2,10,0,5,5,24,19,120
661,3,14,0,4,19,22,3,88
662,1,12,0,1,36,45,9,45
663,3,17,0,3,17,31,14,93
664,2,16,0,2,19,25,6,50
665,3,12,0,3,8,44,36,132
666,1,11,0,2,8,27,19,54
667,3,18,0,2,19,38,19,76
668,2,9,0,4,22,50,28,200
669,2,19,0,1,17,43,26,43
670,3,18,0,2,11,29,18,58
671,2,19,0,3,13,24,11,72
672,3,13,0,5,25,36,11,180
673,2,7,0,5,26,36,10,180
674,4,16,0,4,28,43,15,172
675,2,8,0,2,14,31,17,62
676,2,5,0,6,17,46,29,276
677,4,5,0,2,7,9,2,18
678,1,10,0,3,24,48,24,144
679,4,15,0,9,5,15,10,135
680,2,11,0,1,23,46,23,46
681,2,16,0,1,6,11,5,11
682,1,16,0,7,11,33,22,231
683,1,15,0,1,28,38,10,38
684,4,20,0,3,32,37,5,111
685,4,14,0,6,16,42,26,252
686,4,9,0,7,7,14,7,98
687,4,10,0,4,20,31,11,124
688,3,5,0,3,15,35,20,105
689,3,15,0,5,11,18,7,90
690,4,17,0,5,12,34,22,170
691,2,11,0,6,10,41,31,246
692,2,20,0,7,7,50,43,350
693,3,10,0,7,12,16,4,112
694,1,16,0,2,22,45,23,90
695,2,13,0,4,23,24,1,96
696,2,20,0,1,31,50,19,50
697,3,17,0,9,20,40,20,360
698,2,20,0,5,19,34,15,170
699,4,11,0,2,9,11,2,22
700,2,16,0,3,22,46,24,138
701,1,6,0,5,7,45,38,225
702,2,17,0,6,7,10,3,60
703,4,5,0,3,10,40,30,120
704,3,15,0,1,23,42,19,42
705,1,10,0,9,23,28,5,252
706,2,9,0,9,18,44,26,396
707,3,13,0,1,17,43,26,43
708,2,14,0,8,20,39,19,312
709,3,19,0,3,12,48,36,144
710,1,15,0,8,14,43,29,344
711,4,10,0,9,24,44,20,396
712,4,13,0,6,17,30,13,180
713,2,20,0,1,16,20,4,20
714,3,9,0,9,29,44,15,396
715,2,15,0,7,22,24,2,168
716,2,8,0,4,9,50,41,200
717,4,20,0,7,9,17,8,119
718,1,14,0,2,31,45,14,90
719,2,18,0,1,37,40,3,40
720,2,8,0,2,35,39,4,78
721,1,13,0,3,8,47,39,141
722,3,6,0,4,7,35,28,140
723,3,18,0,7,21,40,19,280
724,4,6,0,9,25,38,13,342
725,2,6,0,5,13,14,1,70
726,2,15,0,4,30,32,2,128
727,3,19,0,5,5,38,33,190
728,2,18,0,1,36,37,1,37
729,3,13,0,6,29,41,12,246
730,2,18,0,9,6,43,37,387
731,4,13,0,2,28,50,22,100
732,2,8,0,6,6,27,21,162
733,3,16,0,1,13,22,9,22
734,4,6,0,1,12,31,19,31
735,4,12,0,5,17,25,8,125
736,4,15,0,5,8,31,23,155
737,3,19,0,6,39,49,10,294
738,4,8,0,3,9,37,28,111
739,3,7,0,2,21,35,14,70
740,1,11,0,1,7,21,14,21
741,3,6,0,5,26,33,7,165
742,2,19,0,3,19,38,19,114
743,4,20,0,5,26,49,23,245
744,4,15,0,8,23,46,23,368
745,1,8,0,9,30,36,6,324
746,1,6,0,4,12,49,37,196
747,2,10,0,4,27,45,18,180
748,3,18,0,4,23,37,14,148
749,1,13,0,2,40,45,5,90
750,4,13,0,6,14,26,12,156
751,2,11,0,4,15,29,14,116
752,3,12,0,5,5,42,37,210
753,2,10,0,4,18,31,13,124
754,4,13,0,1,21,48,27,48
755,2,15,0,7,28,34,6,238
756,2,6,0,4,9,40,31,160
757,1,15,0,3,12,23,11,69
758,4,13,0,3,12,29,17,87
759,2,11,0,2,14,32,18,64
760,2,11,0,8,11,49,38,392
761,2,6,0,9,6,44,38,396
762,2,15,0,1,7,39,32,39
763,1,20,0,2,19,43,24,86
764,4,15,0,2,30,36,6,72
765,2,18,0,1,10,41,31,41
766,4,9,0,2,33,35,2,70
767,1,11,0,7,35,36,1,252
768,2,18,0,5,27,41,14,205
769,3,14,0,8,14,39,25,312
770,2,18,0,7,35,50,15,350
771,4,13,0,7,15,35,20,245
