id,utility_function,utility_threshold,privacy_threshold,transformation,outcome_type,solution_no,original_cmax,original_avgw,perturbed_cmax,perturbed_avgw,privacy_loss,time_found
118,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,176,66.66666666666667,,,,300
618,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,124,42,127,41.916666666666664,0,222.46527004241943
515,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,127,46.583333333333336,146,46.5,0,116.91432428359985
69,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,47,11.11111111111111,63,11.11111111111111,0,0.14257144927978516
969,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,390,181.55555555555554,,,,300
356,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,51,2.4,,,,54.839909076690674
275,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,322,140.77777777777777,,,,300
490,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,32,10.916666666666666,,,,300
879,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,150,64.4,196,64.2,0,29.09157156944275
617,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,191,93.6,192,93.93333333333334,0,216.84721851348877
66,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,307,153.41666666666666,309,154,0,118.5638415813446
999,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,233,111.2,,,,300
7,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,132,42.75,,,,300
120,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,172,73.625,172,73.5,0,36.28130555152893
426,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,67,20.833333333333332,70,20.833333333333332,0,0.7324817180633545
311,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,84,20.875,90,20.875,0,6.228095531463623
494,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,77,17.142857142857142,,,,300
890,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,150,64.85714285714286,153,64.92857142857143,0,198.4478268623352
271,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,31,6.666666666666667,,,,300
3,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,237,108.42857142857143,,,,300
945,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,130,53.6,134,53.6,0,37.26851487159729
709,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,221,98.9,,,,300
543,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,166,62.15,,,,300
429,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,173,68.5,173,68.25,0,1.7090420722961426
281,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,277,119.07142857142857,,,,300
724,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,92,37.666666666666664,121,37.5,0,207.63653802871704
80,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,99,39.333333333333336,99,39.333333333333336,0,4.671508073806763
726,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,93,20.375,,,,300
389,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,50,15.444444444444445,,,,300
359,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,171,67.42105263157895,171,67.36842105263158,0,246.8391773700714
865,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,145,61.75,,,,300
379,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,51,10.714285714285714,,,,300
133,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,360,196.53846153846155,,,,300
942,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,84,23.571428571428573,,,,300
283,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,147,64.33333333333333,150,64.13333333333334,0,217.09102582931519
902,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,109,44.666666666666664,109,44.55555555555556,0,232.23514556884766
47,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,112,37.46153846153846,,,,300
356,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,51,2.4,54,2.4,0,0.3111152648925781
601,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,484,241.53846153846155,,,,300
895,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,70,25.9,,,,300
461,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,122,40.77777777777778,128,40.888888888888886,0,173.49480509757996
21,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,310,169,314,169.66666666666666,0,226.40226554870605
43,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,156,50.857142857142854,,,,300
946,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,122,40.294117647058826,,,,300
167,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,119,51.8,120,51.6,0,0.05164003372192383
598,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,694,349.1578947368421,,,,300
137,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,275,111.66666666666667,,,,300
785,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,124,55.46153846153846,124,55.30769230769231,0,145.50612378120422
891,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,290,131.8,,,,300
605,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,168,91.85714285714286,,,,300
488,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,22,3.1666666666666665,22,3.1666666666666665,0,0.4024674892425537
552,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,164,70.5,164,70.25,0,30.18847680091858
168,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,147,43.46153846153846,147,43.46153846153846,0,29.58229923248291
265,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,149,64.85714285714286,149,64.57142857142857,0,2.4658517837524414
568,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,103,39.94736842105263,,,,300
861,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,41,14.68421052631579,,,,300
487,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,169,64,169,64,0,247.04925656318665
152,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,242,112.14285714285714,,,,57.33261275291443
447,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,155,61.5,,,,300
607,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,236,117.52631578947368,238,118.05263157894737,0,229.2472050189972
76,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,69,16.22222222222222,69,16.22222222222222,0,0.11183571815490723
899,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,295,128.85714285714286,,,,300
590,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,55,14.083333333333334,,,,300
869,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,60,13.666666666666666,61,13.666666666666666,0,0.7651920318603516
252,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,80,36.86666666666667,,,,300
232,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,184,88.375,184,88.25,0,3.4488160610198975
608,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,322,177.1875,325,177.9375,0,217.25875425338745
505,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,699,338.4117647058824,700,339.70588235294116,0,208.46807742118835
385,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,66,13.375,,,,300
560,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,47,11.454545454545455,,,,300
866,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,95,38.25,95,38.25,0,1.1612775325775146
90,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,630,314,633,315.3157894736842,0,232.85765433311462
256,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,83,22.153846153846153,,,,300
439,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,161,58.5,161,58.333333333333336,0,1.85267972946167
564,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,107,49.92857142857143,,,,300
734,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,67,7.714285714285714,67,7.714285714285714,0,0.22167634963989258
381,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,77,28.1,,,,300
392,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,59,15.333333333333334,,,,226.00507593154907
955,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,129,53.89473684210526,129,54.05263157894737,0,256.39154958724976
443,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,117,40.5,,,,300
436,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,57,15.2,78,15.2,0,34.05715608596802
371,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,110,44.333333333333336,,,,300
594,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,160,58.94736842105263,,,,300
505,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,699,338.4117647058824,,,,300
237,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,117,37.411764705882355,,,,300
660,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,113,36,115,36,0,2.2346599102020264
56,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,142,70,,,,9.826211214065552
157,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,164,56,164,55.77777777777778,0,199.2770972251892
11,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,67,31.555555555555557,100,31.666666666666668,0,1.260169506072998
310,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,304,160.52631578947367,,,,300
801,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,121,45.333333333333336,121,45.13333333333333,0,213.3699929714203
380,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,272,133.8125,274,134.375,0,218.9522819519043
668,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,553,261.26666666666665,,,,300
422,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,185,83.11111111111111,,,,300
255,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,175,71.70588235294117,175,71.3529411764706,0,232.62507939338684
158,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,315,145.83333333333334,316,146.5,0,88.1610324382782
562,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,99,42.833333333333336,99,42.833333333333336,0,0.1795964241027832
369,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,114,41.25,114,41.1875,0,218.20966625213623
314,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,381,211,,,,300
686,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,234,97.15,236,97.6,0,249.9610071182251
93,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,69,5.4,,,,55.592676877975464
9,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,139,71.94117647058823,140,72.17647058823529,0,46.54797029495239
701,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,88,16.6,,,,27.60530114173889
451,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,51,21.5,58,21.5,0,0.8286826610565186
501,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,384,184.2,,,,300
366,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,183,57.1764705882353,183,57.11764705882353,0,230.96176505088806
689,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,110,47.8421052631579,132,47.68421052631579,0,263.3674635887146
808,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,110,37.666666666666664,,,,300
932,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,86,19.555555555555557,100,19.555555555555557,0,4.076118230819702
584,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,129,33,134,33,0,0.3578648567199707
233,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,475,273.36842105263156,,,,300
6,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,79,28.375,79,28.25,0,171.70030570030212
704,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,142,72.28571428571429,143,72.35714285714286,0,1.150036096572876
664,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,69,23.333333333333332,,,,300
409,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,122,42.333333333333336,122,42.333333333333336,0,241.36923122406006
156,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,190,63.76923076923077,,,,300
927,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,255,121,,,,300
22,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,312,150.69230769230768,,,,300
331,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,250,122.42857142857143,251,122.42857142857143,0,0.10284924507141113
406,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,92,24.2,92,24.2,0,0.5651206970214844
800,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,25,3.3333333333333335,,,,300
743,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,214,74.11764705882354,,,,300
509,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,101,50.31578947368421,,,,300
965,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,140,59.94117647058823,143,60.1764705882353,0,235.7555434703827
877,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,69,5.2,,,,65.39300560951233
804,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,100,42.90909090909091,,,,300
464,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,77,35.8,,,,1.6220004558563232
859,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,191,68.70588235294117,191,68.41176470588235,0,3.2801687717437744
690,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,95,36.27272727272727,,,,300
46,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,172,70,173,70.2,0,249.15882802009583
100,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,334,155.66666666666666,335,156.4,0,211.29889917373657
637,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,45,14.8125,45,14.75,0,216.15297603607178
747,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,713,347.55555555555554,,,,300
856,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,47,4.166666666666667,48,4.166666666666667,0,1.3009381294250488
26,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,160,78.4,,,,300
535,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,77,32.0625,77,31.9375,0,225.26783657073975
923,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,119,45.76923076923077,,,,300
49,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,227,80.33333333333333,233,80.11111111111111,0,57.39333987236023
983,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,129,64.11111111111111,130,64.38888888888889,0,12.63149905204773
638,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,76,23.11111111111111,76,23,0,2.986548662185669
318,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,192,73.42105263157895,,,,300
202,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,178,73,178,73.26315789473684,0,3.867264986038208
768,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,359,173.66666666666666,,,,300
522,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,127,58.5,,,,300
148,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,116,47.6,116,47.4,0,0.09655547142028809
572,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,145,64.93333333333334,183,64.86666666666666,0,211.40757942199707
210,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,330,163.54545454545453,,,,300
811,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,167,58.64705882352941,167,58.705882352941174,0,217.09929084777832
390,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,249,109.71428571428571,249,109.71428571428571,0,0.7070701122283936
670,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,221,94.05263157894737,221,93.73684210526316,0,246.3920497894287
798,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,374,172.2,,,,300
337,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,463,254,,,,300
660,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,113,36,,,,51.887505769729614
57,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,59,12.5,,,,223.961834192276
405,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,173,67.21428571428571,,,,300
908,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,345,200.38888888888889,,,,300
699,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,180,72.5,180,72.5,0,44.05659031867981
922,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,68,17.692307692307693,68,17.615384615384617,0,207.58447575569153
333,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,83,30.157894736842106,,,,300
179,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,173,74.41666666666667,,,,300
594,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,160,58.94736842105263,160,58.89473684210526,0,238.7981095314026
441,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,52,14.9,76,14.9,0,0.28418660163879395
376,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,132,42.81818181818182,132,42.72727272727273,0,186.9972276687622
195,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,225,98,,,,66.71847891807556
401,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,122,37.7,,,,300
696,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,159,66.1875,159,66.375,0,216.9053807258606
526,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,264,109.45,,,,300
189,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,57,22.857142857142858,,,,300
379,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,51,10.714285714285714,51,10.714285714285714,0,4.84043550491333
743,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,214,74.11764705882354,215,74.3529411764706,0,1.38797926902771
214,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,195,72.5,,,,300
643,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,96,28,,,,300
409,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,122,42.333333333333336,,,,300
390,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,249,109.71428571428571,,,,64.63129448890686
975,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,19,2.7142857142857144,19,2.7142857142857144,0,0.296144962310791
171,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,179,76.45454545454545,,,,300
794,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,629,299.65,,,,300
321,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,68,26.4,69,26.5,0,238.3646125793457
900,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,90,36,,,,300
416,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,18,3,19,3,0,0.33664989471435547
827,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,384,208.35294117647058,,,,300
764,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,170,73.5625,,,,300
714,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,789,383.1578947368421,790,384.3157894736842,0,227.4352912902832
181,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,883,418.2,,,,300
419,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,75,33.73684210526316,75,33.73684210526316,0,246.917813539505
355,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,exhausted,,40,10.333333333333334,,,,227.88442015647888
59,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,283,134.9,283,135.4,0,48.743701219558716
525,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,531,247.5,532,248.5,0,2.201864719390869
218,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,124,38.6,,,,300
628,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,479,229.84615384615384,482,230.69230769230768,0,183.71966695785522
212,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,128,35.875,135,36,0,14.658222913742065
846,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,219,99.71428571428571,219,99.42857142857143,0,7.334579944610596
185,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,296,141.7,,,,300
760,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,472,244.35714285714286,,,,300
110,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,89,28.25,89,28.125,0,209.3902416229248
56,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty,1,142,70,144,69.66666666666667,0,4.224162817001343
647,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout,,71,30.214285714285715,,,,300
