id,utility_function,utility_threshold,privacy_threshold,transformation,outcome
57,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
58,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
59,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
60,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
61,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
62,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
63,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
64,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
65,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
66,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
67,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
68,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
69,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
70,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
71,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
72,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
73,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
74,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
75,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
76,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
77,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
78,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
79,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
80,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
81,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
82,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
83,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
84,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
85,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
86,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
87,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
88,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
89,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
90,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
91,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
92,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
93,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
94,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
95,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
96,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
97,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
98,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
99,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
100,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
101,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
102,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
103,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
104,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
105,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
106,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
107,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
108,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
109,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
110,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
111,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
112,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
113,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
114,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
115,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
116,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
117,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
118,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
119,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
120,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
121,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
122,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
123,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
124,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
125,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
126,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
127,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
128,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
129,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
130,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
131,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
132,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
133,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
134,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
135,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
136,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
137,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
138,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
139,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
140,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
141,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
142,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
143,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
144,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
145,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
146,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
147,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
148,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
149,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
150,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
151,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
152,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
153,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
154,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
155,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
156,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
157,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
158,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
159,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
160,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
161,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
162,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
163,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
164,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
165,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
166,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
167,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
168,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
169,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
170,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
171,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
172,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
173,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
174,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
175,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
176,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
177,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
178,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
179,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
180,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
181,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
182,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
183,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
184,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
185,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
186,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
187,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
188,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
189,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
190,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
191,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
192,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
193,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
194,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
195,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
196,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
197,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
198,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
199,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
200,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
201,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
202,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
203,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
204,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
205,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
206,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
207,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
208,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
209,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
210,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
211,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
212,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
213,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
214,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
215,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
216,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
217,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
218,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
219,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
220,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
221,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
222,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
223,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
224,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
225,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
226,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
227,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
228,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
229,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
230,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
231,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
232,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
233,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
234,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
235,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
236,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
237,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
238,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
239,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
240,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
241,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
242,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
243,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
244,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
245,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
246,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
247,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
248,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
249,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
250,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
251,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
252,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
253,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
254,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
255,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
256,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
257,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
258,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
259,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
260,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
261,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
262,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
263,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
264,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
265,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
266,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
267,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
268,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
269,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
270,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
271,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
272,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
273,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
274,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
275,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
276,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
277,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
278,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
279,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
280,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
281,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
282,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
283,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
284,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
285,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
286,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
287,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
288,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
289,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
290,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
291,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
292,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
293,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
294,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
295,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
296,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
297,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
298,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
299,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
300,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
301,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
302,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
303,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
304,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
305,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
306,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
307,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
308,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
309,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
310,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
311,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
312,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
313,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
314,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
315,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
316,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
317,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
318,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
319,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
320,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
321,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
322,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
323,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
324,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
325,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
326,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
327,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
328,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
329,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
330,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
331,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
332,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
333,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
334,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
335,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
336,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
337,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
338,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
339,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
340,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
341,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
342,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
343,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
344,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
345,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
346,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
347,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
348,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
349,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
350,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
351,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
352,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
353,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
354,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
355,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
356,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
357,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
358,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
359,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
360,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
361,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
362,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
363,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
364,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
365,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
366,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
367,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,timeout
368,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
369,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
370,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
371,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
372,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
373,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
374,calculate_avg_wait_time_with_release_dates,0.005,0.01,MOVE,empty
